October 2022 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 128 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
AL-129,"Washington County",63.6,21,-2.3,65.9
AL-131,"Wilcox County",62.2,17,-3.2,65.4
AL-133,"Winston County",58.5,22,-2.6,61.1
AZ-001,"Apache County",50.7,43,-0.6,51.3
AZ-003,"Cochise County",60.4,24,-1.5,61.9
AZ-005,"Coconino County",53.7,70,0.6,53.1
AZ-007,"Gila County",60.5,59,0.0,60.5
AZ-009,"Graham County",60.9,36,-1.1,62
AZ-011,"Greenlee County",56.0,32,-1.5,57.5
AZ-012,"La Paz County",73.4,92,1.7,71.7
AZ-013,"Maricopa County",72.3,88,1.4,70.9
AZ-015,"Mohave County",65.6,100,2.6,63
AZ-017,"Navajo County",51.9,47,-0.7,52.6
AZ-019,"Pima County",68.8,72,0.3,68.5
AZ-021,"Pinal County",70.7,85,1.2,69.5
AZ-023,"Santa Cruz County",60.9,38,-1.1,62
AZ-025,"Yavapai County",60.7,77,0.8,59.9
AZ-027,"Yuma County",75.9,107,3.2,72.7
AR-001,"Arkansas County",63.1,58,-0.2,63.3
AR-003,"Ashley County",63.9,66,-0.1,64
AR-005,"Baxter County",58.4,59,-0.4,58.8
AR-007,"Benton County",58.2,47,-1.0,59.2
AR-009,"Boone County",58.3,60,-0.5,58.8
AR-011,"Bradley County",63.1,52,-0.5,63.6
AR-013,"Calhoun County",62.6,46,-1.0,63.6
AR-015,"Carroll County",58.2,57,-0.7,58.9
AR-017,"Chicot County",64.1,60,-0.2,64.3
AR-019,"Clark County",62.1,46,-1.2,63.3
AR-021,"Clay County",59.4,51,-0.8,60.2
AR-023,"Cleburne County",60.8,73,0.3,60.5
AR-025,"Cleveland County",62.5,47,-0.8,63.3
AR-027,"Columbia County",62.9,36,-1.5,64.4
AR-029,"Conway County",61.0,54,-0.5,61.5
AR-031,"Craighead County",60.1,50,-0.8,60.9
AR-033,"Crawford County",60.9,57,-0.4,61.3
AR-035,"Crittenden County",61.2,36,-1.5,62.7
AR-037,"Cross County",60.7,40,-1.4,62.1
AR-039,"Dallas County",62.0,42,-1.2,63.2
AR-041,"Desha County",63.0,48,-0.7,63.7
AR-043,"Drew County",63.5,60,-0.1,63.6
AR-045,"Faulkner County",61.5,59,-0.3,61.8
AR-047,"Franklin County",61.0,63,-0.2,61.2
AR-049,"Fulton County",58.1,63,-0.1,58.2
AR-051,"Garland County",61.7,55,-0.5,62.2
AR-053,"Grant County",62.5,56,-0.6,63.1
AR-055,"Greene County",59.9,53,-0.5,60.4
AR-057,"Hempstead County",62.9,50,-0.9,63.8
AR-059,"Hot Spring County",62.2,55,-0.7,62.9
AR-061,"Howard County",61.9,47,-0.8,62.7
AR-063,"Independence County",59.6,51,-0.7,60.3
AR-065,"Izard County",58.2,48,-0.9,59.1
AR-067,"Jackson County",60.0,45,-1.0,61
AR-069,"Jefferson County",63.0,60,-0.3,63.3
AR-071,"Johnson County",60.3,61,-0.2,60.5
AR-073,"Lafayette County",63.6,46,-1.0,64.6
AR-075,"Lawrence County",59.4,52,-0.8,60.2
AR-077,"Lee County",61.9,47,-0.9,62.8
AR-079,"Lincoln County",63.2,57,-0.2,63.4
AR-081,"Little River County",63.4,51,-0.4,63.8
AR-083,"Logan County",62.0,72,0.2,61.8
AR-085,"Lonoke County",62.9,70,0.1,62.8
AR-087,"Madison County",57.7,52,-0.9,58.6
AR-089,"Marion County",58.1,54,-0.8,58.9
AR-091,"Miller County",64.0,49,-0.7,64.7
AR-093,"Mississippi County",60.1,40,-1.4,61.5
AR-095,"Monroe County",62.5,57,-0.3,62.8
AR-097,"Montgomery County",61.6,68,0.0,61.6
AR-099,"Nevada County",62.6,39,-1.3,63.9
AR-101,"Newton County",57.3,43,-1.1,58.4
AR-103,"Ouachita County",62.6,36,-1.4,64
AR-105,"Perry County",61.5,51,-0.7,62.2
AR-107,"Phillips County",62.5,51,-0.7,63.2
AR-109,"Pike County",61.8,51,-0.7,62.5
AR-111,"Poinsett County",60.4,45,-1.1,61.5
AR-113,"Polk County",60.7,60,-0.2,60.9
AR-115,"Pope County",60.1,55,-0.5,60.6
AR-117,"Prairie County",62.6,61,-0.2,62.8
AR-119,"Pulaski County",62.6,62,-0.1,62.7
AR-121,"Randolph County",59.3,61,-0.3,59.6
AR-123,"St. Francis County",61.4,41,-1.2,62.6
AR-125,"Saline County",61.9,53,-0.6,62.5
AR-127,"Scott County",61.4,69,0.1,61.3
AR-129,"Searcy County",57.0,29,-1.8,58.8
AR-131,"Sebastian County",62.3,71,0.3,62
AR-133,"Sevier County",62.8,58,-0.3,63.1
AR-135,"Sharp County",58.0,43,-1.0,59
AR-137,"Stone County",58.9,56,-0.4,59.3
AR-139,"Union County",63.2,47,-1.0,64.2
AR-141,"Van Buren County",59.0,48,-0.7,59.7
AR-143,"Washington County",58.3,46,-1.1,59.4
AR-145,"White County",61.3,53,-0.6,61.9
AR-147,"Woodruff County",61.0,43,-1.1,62.1
AR-149,"Yell County",62.0,66,0.0,62
CA-001,"Alameda County",65.3,124,3.8,61.5
CA-003,"Alpine County",50.2,121,4.7,45.5
CA-005,"Amador County",65.6,126,5.7,59.9
CA-007,"Butte County",66.6,125,5.4,61.2
CA-009,"Calaveras County",66.0,126,5.6,60.4
CA-011,"Colusa County",68.0,125,5.3,62.7
CA-013,"Contra Costa County",66.4,123,4.0,62.4
CA-015,"Del Norte County",59.2,128,5.8,53.4
CA-017,"El Dorado County",61.2,123,5.2,56
CA-019,"Fresno County",61.5,121,4.9,56.6
CA-021,"Glenn County",67.3,126,5.6,61.7
CA-023,"Humboldt County",59.0,121,3.5,55.5
CA-025,"Imperial County",77.4,109,3.6,73.8
CA-027,"Inyo County",65.7,118,4.7,61
CA-029,"Kern County",67.7,122,5.4,62.3
CA-031,"Kings County",69.2,120,4.7,64.5
CA-033,"Lake County",64.3,125,5.3,59
CA-035,"Lassen County",53.2,124,5.3,47.9
CA-037,"Los Angeles County",67.0,118,4.6,62.4
CA-039,"Madera County",62.0,120,4.6,57.4
CA-041,"Marin County",59.4,88,0.8,58.6
CA-043,"Mariposa County",61.6,120,4.7,56.9
CA-045,"Mendocino County",61.0,121,3.3,57.7
CA-047,"Merced County",67.7,122,4.3,63.4
CA-049,"Modoc County",53.5,126,6.3,47.2
CA-051,"Mono County",48.2,111,3.1,45.1
CA-053,"Monterey County",62.5,105,2.3,60.2
CA-055,"Napa County",64.5,115,3.0,61.5
CA-057,"Nevada County",59.1,119,4.8,54.3
CA-059,"Orange County",69.4,117,3.9,65.5
CA-061,"Placer County",60.6,123,4.9,55.7
CA-063,"Plumas County",54.7,126,5.6,49.1
CA-065,"Riverside County",72.0,109,3.3,68.7
CA-067,"Sacramento County",67.6,119,3.7,63.9
CA-069,"San Benito County",63.5,113,3.1,60.4
CA-071,"San Bernardino County",70.6,114,4.2,66.4
CA-073,"San Diego County",67.0,109,3.2,63.8
CA-075,"San Francisco County",59.6,67,0.1,59.5
CA-077,"San Joaquin County",68.4,126,4.9,63.5
CA-079,"San Luis Obispo County",64.1,119,3.6,60.5
CA-081,"San Mateo County",60.7,105,1.8,58.9
CA-083,"Santa Barbara County",62.4,109,2.9,59.5
CA-085,"Santa Clara County",64.2,121,3.7,60.5
CA-087,"Santa Cruz County",60.7,100,1.5,59.2
CA-089,"Shasta County",63.0,127,6.5,56.5
CA-091,"Sierra County",53.3,118,4.3,49
CA-093,"Siskiyou County",57.6,128,7.7,49.9
CA-095,"Solano County",65.9,116,3.0,62.9
CA-097,"Sonoma County",61.2,100,1.6,59.6
CA-099,"Stanislaus County",67.5,125,4.4,63.1
CA-101,"Sutter County",67.9,119,3.8,64.1
CA-103,"Tehama County",66.2,125,5.8,60.4
CA-105,"Trinity County",59.4,125,5.7,53.7
CA-107,"Tulare County",60.7,123,5.5,55.2
CA-109,"Tuolumne County",56.6,118,4.5,52.1
CA-111,"Ventura County",63.1,120,4.3,58.8
CA-113,"Yolo County",66.5,115,2.9,63.6
CA-115,"Yuba County",67.2,123,5.0,62.2
CO-001,"Adams County",52.5,107,2.4,50.1
CO-003,"Alamosa County",44.6,74,0.4,44.2
CO-005,"Arapahoe County",52.0,104,2.2,49.8
CO-007,"Archuleta County",45.2,67,0.0,45.2
CO-009,"Baca County",56.1,96,1.5,54.6
CO-011,"Bent County",55.4,95,1.5,53.9
CO-013,"Boulder County",46.6,76,1.1,45.5
CO-014,"Broomfield County",52.7,100,1.9,50.8
CO-015,"Chaffee County",40.0,61,0.0,40
CO-017,"Cheyenne County",54.6,107,2.5,52.1
CO-019,"Clear Creek County",39.3,72,0.8,38.5
CO-021,"Conejos County",42.1,71,0.3,41.8
CO-023,"Costilla County",43.0,59,-0.1,43.1
CO-025,"Crowley County",53.6,96,1.5,52.1
CO-027,"Custer County",42.6,52,-0.1,42.7
CO-029,"Delta County",47.5,73,0.6,46.9
CO-031,"Denver County",53.8,113,2.9,50.9
CO-033,"Dolores County",44.2,62,0.3,43.9
CO-035,"Douglas County",49.0,76,0.9,48.1
CO-037,"Eagle County",40.9,62,0.0,40.9
CO-039,"Elbert County",50.4,94,1.9,48.5
CO-041,"El Paso County",49.5,76,0.8,48.7
CO-043,"Fremont County",47.2,73,0.5,46.7
CO-045,"Garfield County",44.7,75,0.7,44
CO-047,"Gilpin County",41.6,77,0.9,40.7
CO-049,"Grand County",39.5,74,0.7,38.8
CO-051,"Gunnison County",40.4,68,0.2,40.2
CO-053,"Hinsdale County",37.9,80,1.0,36.9
CO-055,"Huerfano County",47.3,49,-0.4,47.7
CO-057,"Jackson County",38.9,84,1.2,37.7
CO-059,"Jefferson County",48.3,78,1.1,47.2
CO-061,"Kiowa County",54.8,98,1.8,53
CO-063,"Kit Carson County",54.5,110,2.8,51.7
CO-065,"Lake County",36.7,66,0.3,36.4
CO-067,"La Plata County",46.6,82,0.9,45.7
CO-069,"Larimer County",44.2,90,1.5,42.7
CO-071,"Las Animas County",51.8,62,0.1,51.7
CO-073,"Lincoln County",52.5,102,2.1,50.4
CO-075,"Logan County",52.1,98,1.8,50.3
CO-077,"Mesa County",48.3,80,0.9,47.4
CO-079,"Mineral County",38.4,70,0.3,38.1
CO-081,"Moffat County",46.1,100,1.9,44.2
CO-083,"Montezuma County",49.6,73,0.5,49.1
CO-085,"Montrose County",48.4,85,1.0,47.4
CO-087,"Morgan County",52.1,106,2.5,49.6
CO-089,"Otero County",54.6,84,1.2,53.4
CO-091,"Ouray County",43.0,81,1.1,41.9
CO-093,"Park County",40.2,62,0.1,40.1
CO-095,"Phillips County",53.1,106,2.6,50.5
CO-097,"Pitkin County",39.2,58,-0.1,39.3
CO-099,"Prowers County",55.6,90,1.1,54.5
CO-101,"Pueblo County",53.6,87,1.2,52.4
CO-103,"Rio Blanco County",46.0,89,1.4,44.6
CO-105,"Rio Grande County",42.3,82,1.0,41.3
CO-107,"Routt County",42.0,88,1.3,40.7
CO-109,"Saguache County",41.2,57,-0.1,41.3
CO-111,"San Juan County",36.9,88,1.5,35.4
CO-113,"San Miguel County",45.7,76,0.6,45.1
CO-115,"Sedgwick County",52.5,96,1.9,50.6
CO-117,"Summit County",37.4,61,0.2,37.2
CO-119,"Teller County",41.6,55,-0.4,42
CO-121,"Washington County",51.9,89,1.5,50.4
CO-123,"Weld County",51.1,103,2.3,48.8
CO-125,"Yuma County",53.8,105,2.4,51.4
CT-001,"Fairfield County",53.1,76,0.8,52.3
CT-003,"Hartford County",52.6,84,1.4,51.2
CT-005,"Litchfield County",50.2,82,1.2,49
CT-007,"Middlesex County",53.1,82,1.2,51.9
CT-009,"New Haven County",52.4,73,0.4,52
CT-011,"New London County",54.0,98,2.3,51.7
CT-013,"Tolland County",51.9,91,1.6,50.3
CT-015,"Windham County",52.4,96,2.0,50.4
DE-001,"Kent County",55.1,40,-1.0,56.1
DE-003,"New Castle County",54.9,47,-0.6,55.5
DE-005,"Sussex County",56.3,41,-0.7,57
FL-001,"Alachua County",68.9,32,-1.6,70.5
FL-003,"Baker County",67.9,43,-0.9,68.8
FL-005,"Bay County",67.6,33,-1.3,68.9
FL-007,"Bradford County",68.6,37,-1.3,69.9
FL-009,"Brevard County",74.2,47,-0.5,74.7
FL-011,"Broward County",77.5,76,0.7,76.8
FL-013,"Calhoun County",66.2,27,-1.8,68
FL-015,"Charlotte County",74.6,42,-0.8,75.4
FL-017,"Citrus County",72.0,58,-0.1,72.1
FL-019,"Clay County",69.6,46,-0.8,70.4
FL-021,"Collier County",77.6,74,0.7,76.9
FL-023,"Columbia County",67.9,41,-1.1,69
FL-027,"DeSoto County",74.0,50,-0.6,74.6
FL-029,"Dixie County",68.5,29,-1.6,70.1
FL-031,"Duval County",69.4,48,-0.7,70.1
FL-033,"Escambia County",66.6,28,-1.6,68.2
FL-035,"Flagler County",71.9,60,0.0,71.9
FL-037,"Franklin County",67.3,20,-2.2,69.5
FL-039,"Gadsden County",66.0,23,-2.0,68
FL-041,"Gilchrist County",68.3,33,-1.6,69.9
FL-043,"Glades County",74.5,45,-0.8,75.3
FL-045,"Gulf County",67.0,26,-1.8,68.8
FL-047,"Hamilton County",67.0,37,-1.2,68.2
FL-049,"Hardee County",74.0,59,0.0,74
FL-051,"Hendry County",75.7,49,-0.3,76
FL-053,"Hernando County",72.9,67,0.4,72.5
FL-055,"Highlands County",74.2,54,-0.3,74.5
FL-057,"Hillsborough County",74.3,71,0.5,73.8
FL-059,"Holmes County",64.5,17,-2.8,67.3
FL-061,"Indian River County",74.5,54,-0.1,74.6
FL-063,"Jackson County",65.4,17,-2.5,67.9
FL-065,"Jefferson County",66.8,31,-1.7,68.5
FL-067,"Lafayette County",67.7,34,-1.5,69.2
FL-069,"Lake County",73.0,70,0.4,72.6
FL-071,"Lee County",76.0,50,-0.2,76.2
FL-073,"Leon County",66.4,25,-1.9,68.3
FL-075,"Levy County",69.8,40,-1.1,70.9
FL-077,"Liberty County",66.3,24,-2.0,68.3
FL-079,"Madison County",66.8,35,-1.4,68.2
FL-081,"Manatee County",73.8,47,-0.5,74.3
FL-083,"Marion County",70.9,50,-0.6,71.5
FL-085,"Martin County",76.3,70,0.5,75.8
FL-086,"Miami-Dade County",78.5,90,1.3,77.2
FL-087,"Monroe County",79.0,88,1.2,77.8
FL-089,"Nassau County",68.0,42,-1.1,69.1
FL-091,"Okaloosa County",66.5,35,-1.3,67.8
FL-093,"Okeechobee County",74.5,53,-0.2,74.7
FL-095,"Orange County",74.2,69,0.4,73.8
FL-097,"Osceola County",74.6,63,0.3,74.3
FL-099,"Palm Beach County",76.7,68,0.4,76.3
FL-101,"Pasco County",73.3,68,0.4,72.9
FL-103,"Pinellas County",74.8,55,0.1,74.7
FL-105,"Polk County",74.2,68,0.3,73.9
FL-107,"Putnam County",70.8,51,-0.5,71.3
FL-109,"St. Johns County",71.2,58,-0.2,71.4
FL-111,"St. Lucie County",75.4,57,0.0,75.4
FL-113,"Santa Rosa County",66.6,30,-1.5,68.1
FL-115,"Sarasota County",73.9,41,-1.0,74.9
FL-117,"Seminole County",73.8,60,0.2,73.6
FL-119,"Sumter County",72.4,60,0.2,72.2
FL-121,"Suwannee County",67.6,36,-1.3,68.9
FL-123,"Taylor County",68.1,39,-1.2,69.3
FL-125,"Union County",68.2,36,-1.3,69.5
FL-127,"Volusia County",72.7,54,-0.1,72.8
FL-129,"Wakulla County",67.1,25,-2.0,69.1
FL-131,"Walton County",66.0,27,-1.7,67.7
FL-133,"Washington County",65.7,22,-2.1,67.8
GA-001,"Appling County",64.8,29,-2.0,66.8
GA-003,"Atkinson County",64.5,26,-2.4,66.9
GA-005,"Bacon County",65.0,32,-1.9,66.9
GA-007,"Baker County",64.7,18,-2.4,67.1
GA-009,"Baldwin County",61.5,20,-2.4,63.9
GA-011,"Banks County",59.4,33,-1.5,60.9
GA-013,"Barrow County",59.7,34,-1.4,61.1
GA-015,"Bartow County",58.5,24,-2.3,60.8
GA-017,"Ben Hill County",63.4,20,-2.6,66
GA-019,"Berrien County",63.8,15,-2.9,66.7
GA-021,"Bibb County",62.0,24,-2.1,64.1
GA-023,"Bleckley County",62.8,20,-2.4,65.2
GA-025,"Brantley County",65.6,32,-1.8,67.4
GA-027,"Brooks County",65.0,20,-2.4,67.4
GA-029,"Bryan County",65.1,27,-2.1,67.2
GA-031,"Bulloch County",64.1,30,-1.8,65.9
GA-033,"Burke County",62.5,33,-1.6,64.1
GA-035,"Butts County",60.3,21,-2.3,62.6
GA-037,"Calhoun County",64.3,22,-2.3,66.6
GA-039,"Camden County",67.1,31,-1.6,68.7
GA-043,"Candler County",63.9,29,-1.8,65.7
GA-045,"Carroll County",58.7,32,-1.9,60.6
GA-047,"Catoosa County",57.4,21,-2.6,60
GA-049,"Charlton County",66.9,39,-1.2,68.1
GA-051,"Chatham County",65.4,25,-2.2,67.6
GA-053,"Chattahoochee County",62.1,19,-2.9,65
GA-055,"Chattooga County",57.7,15,-3.0,60.7
GA-057,"Cherokee County",58.2,27,-2.0,60.2
GA-059,"Clarke County",60.1,36,-1.4,61.5
GA-061,"Clay County",64.2,26,-2.1,66.3
GA-063,"Clayton County",60.7,39,-1.3,62
GA-065,"Clinch County",65.9,34,-1.7,67.6
GA-067,"Cobb County",59.1,33,-1.7,60.8
GA-069,"Coffee County",64.1,25,-2.4,66.5
GA-071,"Colquitt County",64.2,18,-2.6,66.8
GA-073,"Columbia County",61.8,34,-1.6,63.4
GA-075,"Cook County",64.0,16,-2.9,66.9
GA-077,"Coweta County",59.9,29,-2.0,61.9
GA-079,"Crawford County",61.7,21,-2.3,64
GA-081,"Crisp County",63.7,32,-1.7,65.4
GA-083,"Dade County",56.5,15,-3.3,59.8
GA-085,"Dawson County",57.0,27,-2.0,59
GA-087,"Decatur County",65.4,20,-2.4,67.8
GA-089,"DeKalb County",60.0,38,-1.3,61.3
GA-091,"Dodge County",63.1,18,-2.5,65.6
GA-093,"Dooly County",63.3,34,-1.8,65.1
GA-095,"Dougherty County",64.6,26,-2.2,66.8
GA-097,"Douglas County",59.2,31,-1.7,60.9
GA-099,"Early County",64.7,22,-2.3,67
GA-101,"Echols County",66.3,33,-1.5,67.8
GA-103,"Effingham County",64.2,28,-1.9,66.1
GA-105,"Elbert County",60.0,38,-1.4,61.4
GA-107,"Emanuel County",63.2,30,-1.9,65.1
GA-109,"Evans County",64.6,28,-2.0,66.6
GA-111,"Fannin County",53.9,15,-3.0,56.9
GA-113,"Fayette County",60.6,34,-1.5,62.1
GA-115,"Floyd County",58.6,21,-2.4,61
GA-117,"Forsyth County",58.2,32,-1.8,60
GA-119,"Franklin County",59.4,31,-1.6,61
GA-121,"Fulton County",59.6,35,-1.5,61.1
GA-123,"Gilmer County",55.5,24,-2.5,58
GA-125,"Glascock County",61.4,27,-2.0,63.4
GA-127,"Glynn County",66.5,22,-2.2,68.7
GA-129,"Gordon County",58.3,21,-2.5,60.8
GA-131,"Grady County",65.2,20,-2.4,67.6
GA-133,"Greene County",60.5,28,-1.9,62.4
GA-135,"Gwinnett County",59.2,34,-1.6,60.8
GA-137,"Habersham County",56.7,15,-2.4,59.1
GA-139,"Hall County",58.5,31,-1.7,60.2
GA-141,"Hancock County",61.1,23,-2.1,63.2
GA-143,"Haralson County",58.1,33,-1.8,59.9
GA-145,"Harris County",60.4,12,-3.0,63.4
GA-147,"Hart County",59.4,32,-1.6,61
GA-149,"Heard County",59.4,27,-2.2,61.6
GA-151,"Henry County",60.5,31,-1.8,62.3
GA-153,"Houston County",62.7,25,-2.1,64.8
GA-155,"Irwin County",63.3,18,-2.8,66.1
GA-157,"Jackson County",59.8,36,-1.4,61.2
GA-159,"Jasper County",60.0,18,-2.4,62.4
GA-161,"Jeff Davis County",64.1,29,-2.2,66.3
GA-163,"Jefferson County",61.9,31,-1.9,63.8
GA-165,"Jenkins County",63.1,37,-1.4,64.5
GA-167,"Johnson County",62.6,23,-2.1,64.7
GA-169,"Jones County",61.1,19,-2.4,63.5
GA-171,"Lamar County",60.6,21,-2.3,62.9
GA-173,"Lanier County",64.4,17,-2.7,67.1
GA-175,"Laurens County",63.0,23,-2.3,65.3
GA-177,"Lee County",64.3,32,-1.8,66.1
GA-179,"Liberty County",65.3,21,-2.3,67.6
GA-181,"Lincoln County",61.1,33,-1.6,62.7
GA-183,"Long County",65.2,23,-2.2,67.4
GA-185,"Lowndes County",65.0,21,-2.4,67.4
GA-187,"Lumpkin County",55.7,22,-2.5,58.2
GA-189,"McDuffie County",61.4,34,-1.5,62.9
GA-191,"McIntosh County",65.6,15,-3.0,68.6
GA-193,"Macon County",62.6,24,-2.1,64.7
GA-195,"Madison County",59.9,38,-1.2,61.1
GA-197,"Marion County",61.7,18,-2.7,64.4
GA-199,"Meriwether County",60.1,21,-2.4,62.5
GA-201,"Miller County",64.9,21,-2.5,67.4
GA-205,"Mitchell County",64.6,18,-2.6,67.2
GA-207,"Monroe County",60.8,20,-2.4,63.2
GA-209,"Montgomery County",63.9,28,-2.1,66
GA-211,"Morgan County",60.0,23,-2.1,62.1
GA-213,"Murray County",57.4,23,-2.5,59.9
GA-215,"Muscogee County",61.8,14,-3.0,64.8
GA-217,"Newton County",59.9,27,-2.0,61.9
GA-219,"Oconee County",60.2,34,-1.5,61.7
GA-221,"Oglethorpe County",60.2,36,-1.4,61.6
GA-223,"Paulding County",58.6,28,-1.9,60.5
GA-225,"Peach County",62.2,24,-2.1,64.3
GA-227,"Pickens County",57.3,28,-2.1,59.4
GA-229,"Pierce County",65.4,31,-1.9,67.3
GA-231,"Pike County",60.6,25,-2.2,62.8
GA-233,"Polk County",58.8,32,-1.8,60.6
GA-235,"Pulaski County",63.0,20,-2.4,65.4
GA-237,"Putnam County",60.5,19,-2.4,62.9
GA-239,"Quitman County",63.5,25,-2.2,65.7
GA-241,"Rabun County",54.1,11,-2.8,56.9
GA-243,"Randolph County",63.5,26,-2.2,65.7
GA-245,"Richmond County",62.4,33,-1.7,64.1
GA-247,"Rockdale County",60.1,34,-1.6,61.7
GA-249,"Schley County",62.4,23,-2.3,64.7
GA-251,"Screven County",63.1,31,-1.8,64.9
GA-253,"Seminole County",65.5,21,-2.3,67.8
GA-255,"Spalding County",60.8,28,-1.9,62.7
GA-257,"Stephens County",58.4,15,-2.4,60.8
GA-259,"Stewart County",62.6,21,-2.5,65.1
GA-261,"Sumter County",63.4,29,-1.9,65.3
GA-263,"Talbot County",60.8,17,-2.9,63.7
GA-265,"Taliaferro County",60.8,32,-1.6,62.4
GA-267,"Tattnall County",64.8,28,-2.0,66.8
GA-269,"Taylor County",61.6,18,-2.6,64.2
GA-271,"Telfair County",63.6,22,-2.5,66.1
GA-273,"Terrell County",63.9,28,-2.0,65.9
GA-275,"Thomas County",65.1,20,-2.3,67.4
GA-277,"Tift County",63.2,14,-3.1,66.3
GA-279,"Toombs County",64.3,30,-2.0,66.3
GA-281,"Towns County",53.2,15,-2.8,56
GA-283,"Treutlen County",63.5,28,-2.1,65.6
GA-285,"Troup County",59.7,18,-2.7,62.4
GA-287,"Turner County",63.2,19,-2.5,65.7
GA-289,"Twiggs County",62.5,22,-2.2,64.7
GA-291,"Union County",53.1,12,-3.3,56.4
GA-293,"Upson County",60.9,20,-2.5,63.4
GA-295,"Walker County",57.1,17,-2.9,60
GA-297,"Walton County",59.7,33,-1.7,61.4
GA-299,"Ware County",66.0,35,-1.5,67.5
GA-301,"Warren County",61.1,30,-1.8,62.9
GA-303,"Washington County",62.0,23,-2.2,64.2
GA-305,"Wayne County",65.2,26,-2.1,67.3
GA-307,"Webster County",62.7,26,-2.3,65
GA-309,"Wheeler County",63.7,24,-2.3,66
GA-311,"White County",55.7,20,-2.5,58.2
GA-313,"Whitfield County",57.6,21,-2.6,60.2
GA-315,"Wilcox County",63.4,24,-2.2,65.6
GA-317,"Wilkes County",60.8,38,-1.3,62.1
GA-319,"Wilkinson County",62.4,21,-2.2,64.6
GA-321,"Worth County",63.8,21,-2.4,66.2
ID-001,"Ada County",54.8,113,3.0,51.8
ID-003,"Adams County",48.8,122,4.3,44.5
