county,fips,state,lat,lng
Shenandoah County,51171,Virginia,38.8583,-78.5709
Jackson County,37099,North Carolina,35.2876,-83.1408
Branch County,26023,Michigan,41.9161,-85.059
Ravalli County,30081,Montana,46.0817,-114.1207
Stephens County,40137,Oklahoma,34.4856,-97.8515
Sweetwater County,56037,Wyoming,41.6595,-108.8795
DeKalb County,18033,Indiana,41.3976,-84.9991
Sullivan County,33019,New Hampshire,43.3614,-72.2222
Fayette County,54019,West Virginia,38.0288,-81.0812
Highland County,39071,Ohio,39.1847,-83.601
Coffee County,13069,Georgia,31.5493,-82.8492
St. John the Baptist Parish,22095,Louisiana,30.1264,-90.4709
Kandiyohi County,27067,Minnesota,45.1524,-95.0047
Caldwell County,48055,Texas,29.8368,-97.6199
Delaware County,40041,Oklahoma,36.4082,-94.8026
Muscatine County,19139,Iowa,41.4839,-91.1127
Cerro Gordo County,19033,Iowa,43.0816,-93.2608
Windham County,50025,Vermont,42.9906,-72.7137
Chambers County,48071,Texas,29.7384,-94.6101
Butler County,29023,Missouri,36.7164,-90.4066
Davie County,37059,North Carolina,35.9291,-80.5445
Dubois County,18037,Indiana,38.3643,-86.8798
Douglas County,53017,Washington,47.7361,-119.6918
Pettis County,29159,Missouri,38.7283,-93.2851
Pierce County,55093,Wisconsin,44.7194,-92.4224
Montrose County,8085,Colorado,38.4022,-108.2694
Polk County,13233,Georgia,34.0018,-85.1881
Erath County,48143,Texas,32.2363,-98.218
Fulton County,39051,Ohio,41.6018,-84.1301
Okanogan County,53047,Washington,48.5488,-119.7408
Clinton County,39027,Ohio,39.4149,-83.8084
Franklin County,47051,Tennessee,35.155,-86.0922
Ohio County,54069,West Virginia,40.0969,-80.6189
Sequoyah County,40135,Oklahoma,35.4953,-94.7552
Summit County,49043,Utah,40.8682,-110.9557
Baxter County,5005,Arkansas,36.2872,-92.3369
Wharton County,48481,Texas,29.2779,-96.2221
Okeechobee County,12093,Florida,27.3864,-80.8886
Crawford County,39033,Ohio,40.8508,-82.9198
Hendry County,12051,Florida,26.5535,-81.1659
Mississippi County,5093,Arkansas,35.7624,-90.0521
Upshur County,48459,Texas,32.7363,-94.9415
Tazewell County,51185,Virginia,37.125,-81.5606
Sanilac County,26151,Michigan,43.4236,-82.8203
Mayes County,40097,Oklahoma,36.3019,-95.2307
Manassas City,51683,Virginia,38.7479,-77.4838
Mercer County,39107,Ohio,40.5399,-84.6294
McKean County,42083,Pennsylvania,41.8076,-78.569
Preble County,39135,Ohio,39.7415,-84.648
Levy County,12075,Florida,29.3184,-82.7436
Warren County,47177,Tennessee,35.6787,-85.7785
Shawano County,55115,Wisconsin,44.7891,-88.7654
Jim Wells County,48249,Texas,27.7314,-98.0899
Tioga County,42117,Pennsylvania,41.7722,-77.2543
Gratiot County,26057,Michigan,43.2927,-84.6049
Danville City,51590,Virginia,36.5831,-79.4088
Orleans County,36073,New York,43.2521,-78.2312
Fayette County,47047,Tennessee,35.1971,-89.4144
Susquehanna County,42115,Pennsylvania,41.8214,-75.8007
Tift County,13277,Georgia,31.4574,-83.5266
Ottawa County,39123,Ohio,41.5379,-83.1434
Cheatham County,47021,Tennessee,36.2612,-87.0868
Benton County,27009,Minnesota,45.6991,-93.9988
Nez Perce County,16069,Idaho,46.3268,-116.7503
Avoyelles Parish,22009,Louisiana,31.0763,-92.0014
Snyder County,42109,Pennsylvania,40.7698,-77.0702
Tallapoosa County,1123,Alabama,32.8624,-85.7975
Cooke County,48097,Texas,33.6393,-97.2126
Marinette County,55075,Wisconsin,45.3833,-88.0337
Harrison County,18061,Indiana,38.1951,-86.1114
Howell County,29091,Missouri,36.774,-91.8865
Latah County,16057,Idaho,46.8162,-116.7117
Wyoming County,36121,New York,42.7024,-78.2244
Isanti County,27059,Minnesota,45.5615,-93.2951
Wayne County,54099,West Virginia,38.146,-82.427
Mower County,27099,Minnesota,43.6715,-92.7525
McClain County,40087,Oklahoma,35.0093,-97.4443
Warren County,51187,Virginia,38.9087,-78.2085
Campbell County,47013,Tennessee,36.4035,-84.1494
Knox County,23013,Maine,44.141,-69.1686
Marshall County,19127,Iowa,42.0358,-92.9988
Murray County,13213,Georgia,34.7884,-84.7481
Pasquotank County,37139,North Carolina,36.2955,-76.284
Madison County,16065,Idaho,43.7841,-111.6592
Waldo County,23027,Maine,44.5028,-69.1454
Fremont County,56013,Wyoming,43.0405,-108.6304
Clatsop County,41007,Oregon,45.9949,-123.6557
Person County,37145,North Carolina,36.39,-78.9718
LaGrange County,18087,Indiana,41.6426,-85.4265
Warren County,42123,Pennsylvania,41.8145,-79.2741
Pike County,28113,Mississippi,31.1749,-90.4042
Des Moines County,19057,Iowa,40.9232,-91.1815
Oconee County,13219,Georgia,33.8349,-83.4371
Webster County,29225,Missouri,37.2809,-92.8759
Union County,5139,Arkansas,33.1713,-92.5972
Amador County,6005,California,38.4464,-120.6511
Guernsey County,39059,Ohio,40.052,-81.4942
Calloway County,21035,Kentucky,36.621,-88.2722
Brown County,46013,South Dakota,45.5898,-98.3516
Rio Arriba County,35039,New Mexico,36.5096,-106.6931
Crawford County,20037,Kansas,37.5073,-94.8518
Champaign County,39021,Ohio,40.1377,-83.7695
Webster Parish,22119,Louisiana,32.7135,-93.335
Franklin County,17055,Illinois,37.9923,-88.9242
Albany County,56001,Wyoming,41.6544,-105.7239
Clarion County,42031,Pennsylvania,41.1924,-79.421
Okmulgee County,40111,Oklahoma,35.6466,-95.9643
Clinton County,42035,Pennsylvania,41.234,-77.6381
Scott County,29201,Missouri,37.053,-89.5686
Natchitoches Parish,22069,Louisiana,31.7234,-93.0962
Woodford County,17203,Illinois,40.7882,-89.2111
Pontotoc County,40123,Oklahoma,34.7281,-96.6844
Newberry County,45071,South Carolina,34.2898,-81.6001
Bryan County,13029,Georgia,32.0145,-81.4436
Graham County,4009,Arizona,32.9325,-109.8874
Montgomery County,18107,Indiana,40.0404,-86.8933
Prince George County,51149,Virginia,37.1865,-77.2242
Lawrence County,29109,Missouri,37.1064,-93.8329
Dallas County,1047,Alabama,32.326,-87.1065
Wise County,51195,Virginia,36.9752,-82.6212
Defiance County,39039,Ohio,41.3239,-84.4905
Oconto County,55083,Wisconsin,45.0263,-88.2697
Douglas County,27041,Minnesota,45.9338,-95.4535
Brown County,48049,Texas,31.7743,-98.9998
Jefferson County,17081,Illinois,38.3005,-88.924
Cass County,18017,Indiana,40.7615,-86.346
Colleton County,45029,South Carolina,32.8636,-80.6669
Yadkin County,37197,North Carolina,36.1605,-80.6652
Independence County,5063,Arkansas,35.7416,-91.5697
Clinton County,17027,Illinois,38.6065,-89.4225
Boone County,5009,Arkansas,36.3086,-93.0915
Marion County,17121,Illinois,38.6496,-88.919
Putnam County,18133,Indiana,39.6663,-86.845
Chippewa County,26033,Michigan,46.3053,-84.578
Beauregard Parish,22011,Louisiana,30.6486,-93.3432
DeSoto County,12027,Florida,27.1863,-81.8095
Gloucester County,51073,Virginia,37.416,-76.5434
Essex County,36031,New York,44.1172,-73.7726
Alexander County,37003,North Carolina,35.921,-81.177
Dyer County,47045,Tennessee,36.0592,-89.4137
Graves County,21083,Kentucky,36.7231,-88.6512
Isle of Wight County,51093,Virginia,36.8912,-76.7259
Covington County,1039,Alabama,31.2485,-86.4513
Talbot County,24041,Maryland,38.7709,-76.0968
Alcorn County,28003,Mississippi,34.8808,-88.5803
Jasper County,19099,Iowa,41.686,-93.0537
Addison County,50001,Vermont,44.0308,-73.1409
Knox County,18083,Indiana,38.6891,-87.418
Matagorda County,48321,Texas,28.8212,-96.011
Green County,55045,Wisconsin,42.68,-89.6022
Escambia County,1053,Alabama,31.1262,-87.1615
Williams County,39171,Ohio,41.5603,-84.5882
Steele County,27147,Minnesota,44.0223,-93.226
Hopkins County,48223,Texas,33.1496,-95.564
Dare County,37055,North Carolina,35.7805,-75.7982
Louisa County,51109,Virginia,37.9786,-77.963
Dodge County,31053,Nebraska,41.5779,-96.654
Coshocton County,39031,Ohio,40.3017,-81.92
Orange County,51137,Virginia,38.2462,-78.0137
Greene County,42059,Pennsylvania,39.8538,-80.2229
Finney County,20055,Kansas,38.0443,-100.737
Huntington County,18069,Indiana,40.8292,-85.4881
Webster County,19187,Iowa,42.4279,-94.1818
Whitley County,21235,Kentucky,36.7581,-84.1452
Howard County,48227,Texas,32.3062,-101.4355
Clark County,21049,Kentucky,37.9708,-84.1474
Hill County,48217,Texas,31.9907,-97.1324
Perry County,39127,Ohio,39.7371,-82.2361
Williams County,38105,North Dakota,48.3437,-103.4802
Floyd County,21071,Kentucky,37.5571,-82.7457
Houghton County,26061,Michigan,46.8978,-88.6875
Scotts Bluff County,31157,Nebraska,41.8505,-103.708
Delta County,26041,Michigan,45.9192,-86.9241
Cocke County,47029,Tennessee,35.9254,-83.1212
McLeod County,27085,Minnesota,44.8236,-94.2724
Livingston County,17105,Illinois,40.8916,-88.5577
Ware County,13299,Georgia,31.0537,-82.4237
Uintah County,49047,Utah,40.1248,-109.5186
Sagadahoc County,23023,Maine,43.9598,-69.8546
Carlton County,27017,Minnesota,46.5924,-92.677
Miami County,18103,Indiana,40.7695,-86.045
Laclede County,29105,Missouri,37.6583,-92.5903
Bennington County,50003,Vermont,43.0354,-73.093
Barry County,29009,Missouri,36.7099,-93.8291
Jasper County,48241,Texas,30.744,-94.0251
Monroe County,28095,Mississippi,33.8923,-88.4805
Adams County,18001,Indiana,40.7456,-84.9366
Marshall County,28093,Mississippi,34.7623,-89.5031
Oneida County,55085,Wisconsin,45.7056,-89.5218
Greenup County,21089,Kentucky,38.5457,-82.9223
Washington County,48477,Texas,30.2145,-96.4034
Macon County,37113,North Carolina,35.1505,-83.4222
Morrow County,39117,Ohio,40.5241,-82.7941
Brookings County,46011,South Dakota,44.3697,-96.7904
Wapello County,19179,Iowa,41.0306,-92.4095
Cowley County,20035,Kansas,37.2377,-96.8375
Warren County,29219,Missouri,38.7646,-91.1607
Fannin County,48147,Texas,33.5938,-96.1068
Lincoln County,31111,Nebraska,41.0478,-100.7452
Madison County,31119,Nebraska,41.9167,-97.6008
Lincoln County,40081,Oklahoma,35.703,-96.8809
Scotland County,37165,North Carolina,34.8409,-79.4804
Sioux County,19167,Iowa,43.0826,-96.1779
Silver Bow County,30093,Montana,45.9024,-112.6567
Greenbrier County,54025,West Virginia,37.947,-80.453
Harris County,13145,Georgia,32.736,-84.9089
Clark County,55019,Wisconsin,44.7347,-90.6121
Fulton County,17057,Illinois,40.4728,-90.2075
Steuben County,18151,Indiana,41.6439,-85.0008
Monroe County,17133,Illinois,38.2785,-90.1773
Harvey County,20079,Kansas,38.0432,-97.4272
Lincoln County,23015,Maine,44.0664,-69.5435
Halifax County,51083,Virginia,36.7669,-78.9366
Seneca County,36099,New York,42.781,-76.8238
Becker County,27005,Minnesota,46.9346,-95.674
Lee County,17103,Illinois,41.7461,-89.3003
Lincoln County,28085,Mississippi,31.5324,-90.454
Nicollet County,27103,Minnesota,44.3499,-94.2474
Lincoln County,47103,Tennessee,35.1405,-86.589
Effingham County,17049,Illinois,39.0598,-88.5899
Pulaski County,51155,Virginia,37.0636,-80.7144
Panola County,28107,Mississippi,34.3639,-89.9506
Transylvania County,37175,North Carolina,35.2021,-82.7982
Morgan County,17137,Illinois,39.7156,-90.2015
Lee County,19111,Iowa,40.642,-91.4793
Whitley County,18183,Indiana,41.1394,-85.5051
Clarendon County,45027,South Carolina,33.6658,-80.2164
Putnam County,39137,Ohio,41.0221,-84.1317
Miami County,20121,Kansas,38.5635,-94.8381
Ford County,20057,Kansas,37.6917,-99.888
Gibson County,18051,Indiana,38.3119,-87.5846
Marshall County,47117,Tennessee,35.4689,-86.765
Hot Spring County,5059,Arkansas,34.3177,-92.9461
Preston County,54077,West Virginia,39.4693,-79.6682
Evangeline Parish,22039,Louisiana,30.7289,-92.4059
Hale County,48189,Texas,34.0705,-101.8269
Botetourt County,51023,Virginia,37.5571,-79.8123
Jasper County,18073,Indiana,41.023,-87.1161
Wexford County,26165,Michigan,44.3384,-85.5784
Chambers County,1017,Alabama,32.9143,-85.392
Weakley County,47183,Tennessee,36.2983,-88.7178
Geary County,20061,Kansas,39.0024,-96.7525
Daviess County,18027,Indiana,38.7024,-87.0721
Pike County,1109,Alabama,31.8027,-85.9409
Caroline County,24011,Maryland,38.8717,-75.8316
Platte County,31141,Nebraska,41.5713,-97.5211
Lyon County,20111,Kansas,38.4562,-96.1526
Bladen County,37017,North Carolina,34.6146,-78.5637
Marion County,19125,Iowa,41.3344,-93.0994
Emmet County,26047,Michigan,45.5201,-84.8904
Morrison County,27097,Minnesota,46.0126,-94.2684
Wasatch County,49051,Utah,40.3308,-111.1682
Lumpkin County,13187,Georgia,34.5722,-84.0027
Lawrence County,1079,Alabama,34.5216,-87.311
Rhea County,47143,Tennessee,35.6087,-84.9244
McCurtain County,40089,Oklahoma,34.1154,-94.7713
Bureau County,17011,Illinois,41.4041,-89.5286
Wakulla County,12129,Florida,30.1673,-84.4007
Taos County,35055,New Mexico,36.5783,-105.631
Titus County,48449,Texas,33.2166,-94.9657
Christian County,17021,Illinois,39.5458,-89.2772
Lafayette County,29107,Missouri,39.0655,-93.7854
Iberville Parish,22047,Louisiana,30.2586,-91.3495
Bee County,48025,Texas,28.4174,-97.7412
Logan County,54045,West Virginia,37.8315,-81.9353
Accomack County,51001,Virginia,37.7643,-75.6332
Jackson County,39079,Ohio,39.0197,-82.6184
Chester County,45023,South Carolina,34.6921,-81.1595
Henry County,47079,Tennessee,36.3318,-88.3013
Clinton County,18023,Indiana,40.3017,-86.4752
Greene County,18055,Indiana,39.0363,-86.962
Jefferson County,18077,Indiana,38.7858,-85.4386
Montgomery County,20125,Kansas,37.1925,-95.7429
Juneau City and Borough,2110,Alaska,58.4546,-134.1739
Polk County,29167,Missouri,37.6165,-93.4005
Pickens County,13227,Georgia,34.4643,-84.4656
Pontotoc County,28115,Mississippi,34.2254,-89.0374
Dorchester County,24019,Maryland,38.4829,-76.0125
Randolph County,17157,Illinois,38.0521,-89.8252
Stone County,29209,Missouri,36.7469,-93.456
Claiborne County,47025,Tennessee,36.4859,-83.6604
Jefferson County,53031,Washington,47.7487,-123.596
Amherst County,51009,Virginia,37.6048,-79.1451
Franklin County,1059,Alabama,34.4417,-87.8438
Adams County,31001,Nebraska,40.5245,-98.5012
Coos County,33007,New Hampshire,44.6896,-71.3056
Jefferson Davis Parish,22053,Louisiana,30.2677,-92.8141
Hardin County,39065,Ohio,40.6615,-83.6595
Polk County,27119,Minnesota,47.7739,-96.4018
Washington County,23029,Maine,45.0307,-67.6287
Knox County,21121,Kentucky,36.8907,-83.854
Ottawa County,40115,Oklahoma,36.8355,-94.8104
Bolivar County,28011,Mississippi,33.7971,-90.8806
Marshall County,21157,Kentucky,36.8834,-88.3294
Wabash County,18169,Indiana,40.8457,-85.794
Schoharie County,36095,New York,42.5882,-74.4421
Stark County,38089,North Dakota,46.8107,-102.6551
Morton County,38059,North Dakota,46.7161,-101.2811
Huron County,26063,Michigan,43.8333,-83.019
Adams County,28001,Mississippi,31.4829,-91.3535
Gilmer County,13123,Georgia,34.6912,-84.4556
Marion County,45067,South Carolina,34.0801,-79.3625
Marshall County,54051,West Virginia,39.8606,-80.6634
Muhlenberg County,21177,Kentucky,37.2158,-87.142
Williamsburg County,45089,South Carolina,33.6199,-79.7277
Petersburg City,51730,Virginia,37.2043,-77.3913
Vernon County,55123,Wisconsin,43.5939,-90.8344
Delta County,8029,Colorado,38.8614,-107.8629
Summit County,8117,Colorado,39.6342,-106.1164
Mecklenburg County,51117,Virginia,36.6804,-78.3627
Kleberg County,48273,Texas,27.4337,-97.7273
Clare County,26035,Michigan,43.9879,-84.8478
Malheur County,41045,Oregon,43.1934,-117.6231
Lassen County,6035,California,40.6736,-120.5943
Caroline County,51033,Virginia,38.0267,-77.3471
Smyth County,51173,Virginia,36.8437,-81.537
Dillon County,45033,South Carolina,34.3915,-79.3789
Freeborn County,27047,Minnesota,43.6738,-93.3488
Sanpete County,49039,Utah,39.3739,-111.5763
Sheridan County,56033,Wyoming,44.79,-106.8793
Lake County,30047,Montana,47.6459,-114.0894
Obion County,47131,Tennessee,36.3582,-89.1488
McDonough County,17109,Illinois,40.4562,-90.6779
Boyle County,21021,Kentucky,37.6244,-84.8668
Elk County,42047,Pennsylvania,41.4251,-78.6491
Caledonia County,50005,Vermont,44.4647,-72.1021
Cass County,48067,Texas,33.0775,-94.3436
Gallia County,39053,Ohio,38.8247,-82.3169
White County,13311,Georgia,34.6464,-83.7471
Wayne County,13305,Georgia,31.5515,-81.9168
Franklin County,23007,Maine,44.9741,-70.4441
Carroll County,51035,Virginia,36.7316,-80.7339
Austin County,48015,Texas,29.887,-96.2779
Marion County,1093,Alabama,34.1366,-87.8871
Lee County,13177,Georgia,31.7795,-84.1411
Sumter County,13261,Georgia,32.0399,-84.197
Dunklin County,29069,Missouri,36.2721,-90.0909
Madison County,13195,Georgia,34.1278,-83.209
Haralson County,13143,Georgia,33.7942,-85.211
Jasper County,45053,South Carolina,32.4374,-81.0317
Trempealeau County,55121,Wisconsin,44.304,-91.3585
Cass County,27021,Minnesota,46.9496,-94.3254
Giles County,47055,Tennessee,35.2022,-87.0348
Park County,56029,Wyoming,44.5205,-109.5879
Stoddard County,29207,Missouri,36.8556,-89.9443
Pine County,27115,Minnesota,46.1208,-92.7413
Powhatan County,51145,Virginia,37.5502,-77.9152
Neshoba County,28099,Mississippi,32.7535,-89.1176
Jefferson County,16051,Idaho,43.8201,-112.3113
Caddo County,40015,Oklahoma,35.1744,-98.3752
Garrett County,24023,Maryland,39.5289,-79.2729
Hancock County,54029,West Virginia,40.5219,-80.5739
Mason County,26105,Michigan,43.9952,-86.25
Fredericksburg City,51630,Virginia,38.2992,-77.4872
Custer County,40039,Oklahoma,35.6388,-99.0015
Orange County,50017,Vermont,44.0056,-72.3769
Logan County,17107,Illinois,40.1245,-89.3675
Jackson County,54035,West Virginia,38.8345,-81.6748
Palo Pinto County,48363,Texas,32.7532,-98.313
Leflore County,28083,Mississippi,33.5505,-90.3011
Randolph County,54083,West Virginia,38.7747,-79.8758
Ellis County,20051,Kansas,38.9147,-99.3173
Wythe County,51197,Virginia,36.9171,-81.0787
Dinwiddie County,51053,Virginia,37.0759,-77.6323
Baker County,12003,Florida,30.3311,-82.2846
Marion County,47115,Tennessee,35.1293,-85.622
Jones County,13169,Georgia,33.0251,-83.5605
Morgan County,8087,Colorado,40.2628,-103.8098
Fayette County,39047,Ohio,39.5599,-83.4561
Montgomery County,17135,Illinois,39.231,-89.4789
Union County,28145,Mississippi,34.4905,-89.0039
San Jacinto County,48407,Texas,30.5795,-95.1669
Marion County,29127,Missouri,39.8059,-91.6224
McPherson County,20113,Kansas,38.3917,-97.648
Yazoo County,28163,Mississippi,32.7803,-90.3964
Ripley County,18137,Indiana,39.1035,-85.2624
Grimes County,48185,Texas,30.5435,-95.9855
Alpena County,26007,Michigan,45.0348,-83.6277
Le Sueur County,27079,Minnesota,44.3714,-93.7301
Tate County,28137,Mississippi,34.6503,-89.9448
Cherokee County,37039,North Carolina,35.1339,-84.0635
Meade County,21163,Kentucky,37.9698,-86.2171
Copiah County,28029,Mississippi,31.8692,-90.4488
Hocking County,39073,Ohio,39.497,-82.4792
Scott County,28123,Mississippi,32.4064,-89.5376
Van Wert County,39161,Ohio,40.8554,-84.5861
Meade County,46093,South Dakota,44.5668,-102.7169
Codington County,46029,South Dakota,44.9779,-97.1886
Carroll County,5015,Arkansas,36.341,-93.5382
Glenn County,6021,California,39.5983,-122.3921
Montgomery County,21173,Kentucky,38.0335,-83.9131
Wells County,18179,Indiana,40.7292,-85.2212
Henderson County,47077,Tennessee,35.6543,-88.388
Washington County,18175,Indiana,38.6,-86.1053
Pike County,39131,Ohio,39.0773,-83.0668
Winchester City,51840,Virginia,39.1735,-78.1746
Carroll County,47017,Tennessee,35.9732,-88.4502
Garvin County,40049,Oklahoma,34.7046,-97.3093
Bradford County,12007,Florida,29.95,-82.1688
Del Norte County,6015,California,41.7431,-123.8972
Lincoln County,55069,Wisconsin,45.3375,-89.7346
Adams County,39001,Ohio,38.8455,-83.4721
Jennings County,18079,Indiana,38.9969,-85.6281
Door County,55029,Wisconsin,44.9473,-87.3135
San Miguel County,35047,New Mexico,35.4806,-104.816
Peach County,13225,Georgia,32.5688,-83.8269
Monroe County,13207,Georgia,33.0139,-83.9186
Iroquois County,17075,Illinois,40.7472,-87.8243
De Soto Parish,22031,Louisiana,32.0554,-93.7372
Grant County,35017,New Mexico,32.7389,-108.3824
Union County,45087,South Carolina,34.6895,-81.6191
Montgomery County,37123,North Carolina,35.3325,-79.9055
Currituck County,37053,North Carolina,36.4031,-76.0059
Carroll County,39019,Ohio,40.5796,-81.0897
White County,47185,Tennessee,35.9264,-85.4552
Wyoming County,42131,Pennsylvania,41.5183,-76.0166
Henry County,39069,Ohio,41.3339,-84.0682
Logan County,21141,Kentucky,36.8597,-86.8789
Mineral County,54057,West Virginia,39.4147,-78.9438
Elmore County,16039,Idaho,43.3539,-115.4693
Hardee County,12049,Florida,27.4927,-81.81
Edgefield County,45037,South Carolina,33.7722,-81.9664
Ashe County,37009,North Carolina,36.4341,-81.5003
Carter County,21043,Kentucky,38.3182,-83.0495
Toombs County,13279,Georgia,32.1217,-82.3313
Russell County,51167,Virginia,36.9339,-82.0954
Uvalde County,48463,Texas,29.3573,-99.7622
Fluvanna County,51065,Virginia,37.8419,-78.2772
Orleans County,50019,Vermont,44.829,-72.2434
Simpson County,28127,Mississippi,31.9132,-89.9195
Tillamook County,41057,Oregon,45.4637,-123.7127
Cibola County,35006,New Mexico,34.9125,-107.9997
Mason County,54053,West Virginia,38.7697,-82.0266
King George County,51099,Virginia,38.2733,-77.1572
Gillespie County,48171,Texas,30.3181,-98.9465
Juneau County,55057,Wisconsin,43.9246,-90.1138
Decatur County,13087,Georgia,30.8783,-84.579
Decatur County,18031,Indiana,39.307,-85.5011
Oceana County,26127,Michigan,43.6409,-86.2676
Union County,41061,Oregon,45.3102,-118.0088
Woodford County,21239,Kentucky,38.0424,-84.7436
Johnson County,5071,Arkansas,35.5697,-93.4601
Lewis County,36049,New York,43.7847,-75.4488
Bell County,21013,Kentucky,36.7306,-83.6741
West Baton Rouge Parish,22121,Louisiana,30.4636,-91.3127
Geneva County,1061,Alabama,31.095,-85.8391
Boone County,19015,Iowa,42.0365,-93.9316
Marlboro County,45069,South Carolina,34.602,-79.6786
Upson County,13293,Georgia,32.8813,-84.2994
Grayson County,21085,Kentucky,37.4608,-86.3439
Harlan County,21095,Kentucky,36.8569,-83.218
Wasco County,41065,Oregon,45.16,-121.1678
Perry County,21193,Kentucky,37.2443,-83.2215
Montezuma County,8083,Colorado,37.3386,-108.5966
Clay County,18021,Indiana,39.3928,-87.1158
Elbert County,8039,Colorado,39.2865,-104.1359
Barton County,20009,Kansas,38.479,-98.7565
Charlevoix County,26029,Michigan,45.3014,-85.1259
Cherokee County,1019,Alabama,34.1759,-85.6038
Cass County,31025,Nebraska,40.9097,-96.1409
Hart County,13147,Georgia,34.3509,-82.9642
Mille Lacs County,27095,Minnesota,45.938,-93.6301
Stephens County,13257,Georgia,34.5541,-83.2932
McNairy County,47109,Tennessee,35.1755,-88.5636
Lawrence County,46081,South Dakota,44.3586,-103.7923
Fannin County,13111,Georgia,34.8641,-84.3198
Sunflower County,28133,Mississippi,33.6023,-90.5886
Somerset County,24039,Maryland,38.1158,-75.7518
Lyon County,27083,Minnesota,44.4135,-95.839
Lauderdale County,47097,Tennessee,35.7605,-89.6305
Hardin County,47071,Tennessee,35.1987,-88.1845
Franklin County,20059,Kansas,38.5645,-95.286
Taylor County,21217,Kentucky,37.3664,-85.3278
Allen Parish,22003,Louisiana,30.653,-92.828
Benton County,19011,Iowa,42.0802,-92.0657
Texas County,29215,Missouri,37.3173,-91.965
Posey County,18129,Indiana,38.0218,-87.8684
St. Francis County,5123,Arkansas,35.022,-90.7478
Adair County,29001,Missouri,40.1906,-92.6007
Cheboygan County,26031,Michigan,45.4463,-84.4999
Tattnall County,13267,Georgia,32.0458,-82.0582
Lamoille County,50015,Vermont,44.607,-72.6418
Dickinson County,26043,Michigan,46.0092,-87.8703
Miller County,29131,Missouri,38.2145,-92.4284
Audrain County,29007,Missouri,39.2157,-91.8416
Routt County,8107,Colorado,40.4851,-106.9912
Gladwin County,26051,Michigan,43.9907,-84.3883
Salem City,51775,Virginia,37.2864,-80.0555
Dawson County,13085,Georgia,34.4443,-84.1706
Shelby County,48419,Texas,31.7924,-94.145
Hardeman County,47069,Tennessee,35.2068,-88.9931
Fayette County,48149,Texas,29.8768,-96.9198
Iosco County,26069,Michigan,44.3559,-83.6359
Morehouse Parish,22067,Louisiana,32.8202,-91.8018
Prentiss County,28117,Mississippi,34.6183,-88.5201
Plymouth County,19149,Iowa,42.7378,-96.2141
Grant County,21081,Kentucky,38.6488,-84.6246
Washington County,12133,Florida,30.6106,-85.6653
Brown County,27015,Minnesota,44.2421,-94.7276
Cleburne County,5023,Arkansas,35.5382,-92.0267
Bremer County,19017,Iowa,42.7746,-92.318
Barbour County,1005,Alabama,31.8696,-85.3932
Hickman County,47081,Tennessee,35.8033,-87.4733
Teller County,8119,Colorado,38.8824,-105.1618
Yates County,36123,New York,42.6335,-77.1055
Nicholas County,54067,West Virginia,38.2917,-80.7994
Chattooga County,13055,Georgia,34.475,-85.3453
Washington County,29221,Missouri,37.9617,-90.8774
Jackson County,40065,Oklahoma,34.588,-99.4148
Milam County,48331,Texas,30.7863,-96.9768
Marion County,28091,Mississippi,31.2308,-89.8224
Randolph County,29175,Missouri,39.4402,-92.4971
Randolph County,18135,Indiana,40.1576,-85.0114
Grady County,13131,Georgia,30.8747,-84.2344
Staunton City,51790,Virginia,38.1593,-79.0611
Juniata County,42067,Pennsylvania,40.5311,-77.4022
Seminole County,40133,Oklahoma,35.1675,-96.6155
Otsego County,26137,Michigan,45.0214,-84.599
Churchill County,32001,Nevada,39.5808,-118.3358
Todd County,27153,Minnesota,46.0706,-94.8976
Abbeville County,45001,South Carolina,34.2226,-82.4593
Manistee County,26101,Michigan,44.333,-86.0568
Rowan County,21205,Kentucky,38.1963,-83.4211
Lincoln County,21137,Kentucky,37.4554,-84.6608
Butts County,13035,Georgia,33.2879,-83.9572
Upshur County,54097,West Virginia,38.8978,-80.2334
Anson County,37007,North Carolina,34.9738,-80.1027
Waushara County,55137,Wisconsin,44.1131,-89.2429
Aransas County,48007,Texas,28.1249,-96.9934
Macon County,47111,Tennessee,36.532,-86.0073
Pottawatomie County,20149,Kansas,39.379,-96.3424
White County,18181,Indiana,40.7498,-86.8655
George County,28039,Mississippi,30.8626,-88.644
Ohio County,21183,Kentucky,37.4782,-86.8489
Jerome County,16053,Idaho,42.6899,-114.264
Jefferson County,41031,Oregon,44.6294,-121.1761
Luna County,35029,New Mexico,32.1822,-107.7498
Union County,13291,Georgia,34.8341,-83.9907
Crawford County,29055,Missouri,37.9764,-91.3039
Sabine Parish,22085,Louisiana,31.564,-93.5547
Clarke County,1025,Alabama,31.6767,-87.8308
Roscommon County,26143,Michigan,44.3356,-84.6116
Page County,51139,Virginia,38.6194,-78.4844
Cassia County,16031,Idaho,42.2839,-113.6001
Mingo County,54059,West Virginia,37.7265,-82.1347
Scott County,18143,Indiana,38.6851,-85.7475
Hertford County,37091,North Carolina,36.3591,-76.982
Poinsett County,5111,Arkansas,35.574,-90.663
Saline County,17165,Illinois,37.7531,-88.5407
Crook County,41013,Oregon,44.1422,-120.3566
Lee County,51105,Virginia,36.7054,-83.1286
Winston County,1133,Alabama,34.1492,-87.3737
Payette County,16075,Idaho,44.0067,-116.7608
Dawson County,31047,Nebraska,40.8699,-99.8196
