April 2023 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 129 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
AL-111,"Randolph County",60.9,82,0.655,60.2
AL-113,"Russell County",63.5,61,-0.232,63.7
AL-115,"St. Clair County",61,68,0.152,60.8
AL-117,"Shelby County",62.4,80,0.678,61.7
AL-119,"Sumter County",63.7,67,-0.066,63.8
AL-121,"Talladega County",62.2,80,0.714,61.5
AL-123,"Tallapoosa County",61.8,67,0.016,61.8
AL-125,"Tuscaloosa County",62.7,65,-0.068,62.8
AL-127,"Walker County",61.3,64,-0.014,61.3
AL-129,"Washington County",66.4,92,1.146,65.3
AL-131,"Wilcox County",65.3,85,0.889,64.4
AL-133,"Winston County",59.1,48,-0.924,60
AZ-001,"Apache County",47.6,58,0.205,47.4
AZ-003,"Cochise County",59.8,88,1.454,58.3
AZ-005,"Coconino County",50.7,79,1.24,49.5
AZ-007,"Gila County",58.7,105,3.313,55.4
AZ-009,"Graham County",60.7,106,3.138,57.6
AZ-011,"Greenlee County",55.8,101,2.492,53.3
AZ-012,"La Paz County",70.4,99,2.606,67.8
AZ-013,"Maricopa County",69.4,104,3.118,66.3
AZ-015,"Mohave County",59.5,80,1.217,58.3
AZ-017,"Navajo County",49.7,67,0.669,49
AZ-019,"Pima County",66.2,99,2.495,63.7
AZ-021,"Pinal County",66.9,92,2.035,64.9
AZ-023,"Santa Cruz County",59.1,95,1.787,57.3
AZ-025,"Yavapai County",57.4,94,2.476,54.9
AZ-027,"Yuma County",71.2,105,2.881,68.3
AR-001,"Arkansas County",61.9,59,-0.413,62.3
AR-003,"Ashley County",63.2,67,-0.078,63.3
AR-005,"Baxter County",58.2,79,0.855,57.3
AR-007,"Benton County",57,59,-0.363,57.4
AR-009,"Boone County",57.4,74,0.554,56.8
AR-011,"Bradley County",62.7,67,-0.069,62.8
AR-013,"Calhoun County",62.6,67,-0.209,62.8
AR-015,"Carroll County",57,70,0.154,56.8
AR-017,"Chicot County",63.4,60,-0.247,63.6
AR-019,"Clark County",60.9,41,-1.151,62.1
AR-021,"Clay County",59.8,80,0.694,59.1
AR-023,"Cleburne County",59.9,83,0.864,59
AR-025,"Cleveland County",61.7,51,-0.716,62.4
AR-027,"Columbia County",62.4,49,-0.819,63.2
AR-029,"Conway County",60.6,71,0.265,60.3
AR-031,"Craighead County",60.2,73,0.48,59.7
AR-033,"Crawford County",60,79,0.58,59.4
AR-035,"Crittenden County",61.7,73,0.338,61.4
AR-037,"Cross County",61.3,73,0.328,61
AR-039,"Dallas County",61.2,43,-1.108,62.3
AR-041,"Desha County",62,47,-0.846,62.8
AR-043,"Drew County",62.4,57,-0.396,62.8
AR-045,"Faulkner County",60.7,65,0.077,60.6
AR-047,"Franklin County",59.4,68,0.036,59.4
AR-049,"Fulton County",59,94,2.035,57
AR-051,"Garland County",60.2,55,-0.628,60.8
AR-053,"Grant County",61.2,44,-1.004,62.2
AR-055,"Greene County",60,79,0.699,59.3
AR-057,"Hempstead County",61.7,53,-0.652,62.4
AR-059,"Hot Spring County",60.7,40,-1.084,61.8
AR-061,"Howard County",60.4,49,-0.723,61.1
AR-063,"Independence County",59.4,73,0.418,59
AR-065,"Izard County",58.4,79,0.657,57.7
AR-067,"Jackson County",59.8,63,0.007,59.8
AR-069,"Jefferson County",61.6,52,-0.706,62.3
AR-071,"Johnson County",58.6,67,-0.107,58.7
AR-073,"Lafayette County",62.9,60,-0.338,63.2
AR-075,"Lawrence County",59.9,81,0.941,59
AR-077,"Lee County",61.8,73,0.191,61.6
AR-079,"Lincoln County",62,54,-0.465,62.5
AR-081,"Little River County",62.4,73,0.052,62.3
AR-083,"Logan County",59.9,62,-0.278,60.2
AR-085,"Lonoke County",61,54,-0.707,61.7
AR-087,"Madison County",56.6,72,0.135,56.5
AR-089,"Marion County",58,79,0.772,57.2
AR-091,"Miller County",63.6,78,0.355,63.2
AR-093,"Mississippi County",60.6,70,0.265,60.3
AR-095,"Monroe County",61.8,72,-0.003,61.8
AR-097,"Montgomery County",59.4,55,-0.737,60.1
AR-099,"Nevada County",61.6,48,-0.989,62.6
AR-101,"Newton County",56.3,63,-0.145,56.4
AR-103,"Ouachita County",62.4,55,-0.609,63
AR-105,"Perry County",60.7,63,-0.135,60.8
AR-107,"Phillips County",61.9,67,-0.12,62
AR-109,"Pike County",59.9,43,-1.125,61
AR-111,"Poinsett County",60.5,67,0.195,60.3
AR-113,"Polk County",58.4,49,-0.908,59.3
AR-115,"Pope County",59.1,66,-0.136,59.2
AR-117,"Prairie County",61.4,57,-0.31,61.7
AR-119,"Pulaski County",61,56,-0.551,61.6
AR-121,"Randolph County",59.8,88,1.427,58.4
AR-123,"St. Francis County",61.7,75,0.345,61.4
AR-125,"Saline County",60.6,50,-0.692,61.3
AR-127,"Scott County",59.4,58,-0.437,59.8
AR-129,"Searcy County",56.9,55,-0.232,57.1
AR-131,"Sebastian County",60.6,67,0.151,60.4
AR-133,"Sevier County",61.1,57,-0.402,61.5
AR-135,"Sharp County",59.1,86,1.287,57.8
AR-137,"Stone County",58,67,0.143,57.9
AR-139,"Union County",63.2,71,-0.017,63.2
AR-141,"Van Buren County",58.4,65,0.045,58.4
AR-143,"Washington County",57.6,73,0.235,57.4
AR-145,"White County",60.8,75,0.36,60.4
AR-147,"Woodruff County",61,69,0.077,60.9
AR-149,"Yell County",60,57,-0.595,60.6
CA-001,"Alameda County",56.3,85,1.085,55.2
CA-003,"Alpine County",39.2,69,0.5,38.7
CA-005,"Amador County",54.1,80,0.896,53.2
CA-007,"Butte County",56.7,79,1.139,55.6
CA-009,"Calaveras County",54.5,79,0.981,53.5
CA-011,"Colusa County",57.9,68,0.555,57.3
CA-013,"Contra Costa County",57.6,83,0.902,56.7
CA-015,"Del Norte County",46.6,51,-0.358,47
CA-017,"El Dorado County",49.4,76,0.672,48.7
CA-019,"Fresno County",52.6,91,1.857,50.7
CA-021,"Glenn County",56.3,71,0.658,55.6
CA-023,"Humboldt County",49.6,54,-0.139,49.7
CA-025,"Imperial County",72.5,101,2.661,69.8
CA-027,"Inyo County",58.3,83,1.601,56.7
CA-029,"Kern County",59.2,91,2.184,57
CA-031,"Kings County",61.9,87,1.469,60.4
CA-033,"Lake County",52.3,73,0.701,51.6
CA-035,"Lassen County",42.4,63,-0.407,42.8
CA-037,"Los Angeles County",59,104,2.863,56.1
CA-039,"Madera County",53,87,1.546,51.5
CA-041,"Marin County",53,62,0.052,52.9
CA-043,"Mariposa County",51.7,85,1.379,50.3
CA-045,"Mendocino County",51.2,69,0.373,50.8
CA-047,"Merced County",59.2,76,0.403,58.8
CA-049,"Modoc County",42.7,68,0.332,42.4
CA-051,"Mono County",40.4,75,1.029,39.4
CA-053,"Monterey County",55.6,95,1.773,53.8
CA-055,"Napa County",56.1,80,1.03,55.1
CA-057,"Nevada County",47.5,60,-0.093,47.6
CA-059,"Orange County",60.3,74,1.008,59.3
CA-061,"Placer County",49.2,64,0.246,49
CA-063,"Plumas County",42.7,55,-0.491,43.2
CA-065,"Riverside County",66.3,97,2.612,63.7
CA-067,"Sacramento County",60.3,90,1.206,59.1
CA-069,"San Benito County",55.4,99,2.05,53.4
CA-071,"San Bernardino County",64.7,92,2.349,62.4
CA-073,"San Diego County",59.5,93,2.047,57.5
CA-075,"San Francisco County",54.2,50,-0.217,54.4
CA-077,"San Joaquin County",59.9,83,1.007,58.9
CA-079,"San Luis Obispo County",56.3,96,2.002,54.3
CA-081,"San Mateo County",54.1,86,0.977,53.1
CA-083,"Santa Barbara County",54.1,85,1.46,52.6
CA-085,"Santa Clara County",55.1,97,1.66,53.4
CA-087,"Santa Cruz County",54.9,100,1.874,53
CA-089,"Shasta County",51,66,0.311,50.7
CA-091,"Sierra County",41.9,53,-0.594,42.5
CA-093,"Siskiyou County",43.9,63,0.041,43.9
CA-095,"Solano County",58.7,76,0.8,57.9
CA-097,"Sonoma County",54,71,0.733,53.3
CA-099,"Stanislaus County",58.7,79,0.719,58
CA-101,"Sutter County",60.7,78,1.049,59.7
CA-103,"Tehama County",54.7,74,0.873,53.8
CA-105,"Trinity County",47.5,65,0.09,47.4
CA-107,"Tulare County",51.2,91,1.914,49.3
CA-109,"Tuolumne County",46,78,1.014,45
CA-111,"Ventura County",53.8,96,2.221,51.6
CA-113,"Yolo County",59.6,84,1.151,58.4
CA-115,"Yuba County",57.7,76,0.93,56.8
CO-001,"Adams County",46.4,55,-0.046,46.4
CO-003,"Alamosa County",40.7,44,-0.468,41.2
CO-005,"Arapahoe County",45.7,54,-0.149,45.8
CO-007,"Archuleta County",39.9,47,-0.549,40.4
CO-009,"Baca County",51.4,61,-0.211,51.6
CO-011,"Bent County",51.1,55,-0.391,51.5
CO-013,"Boulder County",40.2,46,-0.596,40.8
CO-014,"Broomfield County",47,55,-0.243,47.2
CO-015,"Chaffee County",33.3,33,-1.496,34.8
CO-017,"Cheyenne County",49,66,0.153,48.8
CO-019,"Clear Creek County",32.2,42,-0.82,33
CO-021,"Conejos County",36.8,39,-0.922,37.7
CO-023,"Costilla County",38.8,45,-0.335,39.1
CO-025,"Crowley County",49.1,54,-0.117,49.2
CO-027,"Custer County",37.9,48,0.102,37.8
CO-029,"Delta County",41.9,31,-1.551,43.5
CO-031,"Denver County",47.1,58,-0.035,47.1
CO-033,"Dolores County",38.5,45,-0.405,38.9
CO-035,"Douglas County",42.5,42,-0.914,43.4
CO-037,"Eagle County",33.8,24,-2.525,36.3
CO-039,"Elbert County",44.6,66,0.312,44.3
CO-041,"El Paso County",43.9,45,-0.474,44.4
CO-043,"Fremont County",41.5,40,-0.772,42.3
CO-045,"Garfield County",37.9,33,-1.877,39.8
CO-047,"Gilpin County",34.2,45,-0.59,34.8
CO-049,"Grand County",32.3,32,-1.693,34
CO-051,"Gunnison County",32.4,22,-2.455,34.9
CO-053,"Hinsdale County",31.2,47,-0.195,31.4
CO-055,"Huerfano County",43.2,47,-0.142,43.3
CO-057,"Jackson County",31.2,29,-2.071,33.3
CO-059,"Jefferson County",41.2,41,-1.04,42.2
CO-061,"Kiowa County",50.2,61,-0.086,50.3
CO-063,"Kit Carson County",48.3,65,0.298,48
CO-065,"Lake County",29.1,36,-1.8,30.9
CO-067,"La Plata County",41.2,58,0.297,40.9
CO-069,"Larimer County",37.2,47,-0.567,37.8
CO-071,"Las Animas County",47.9,52,-0.096,48
CO-073,"Lincoln County",46.8,63,0.087,46.7
CO-075,"Logan County",46.6,53,-0.481,47.1
CO-077,"Mesa County",42.8,40,-0.927,43.7
CO-079,"Mineral County",32,42,-0.886,32.9
CO-081,"Moffat County",37,13,-3.87,40.9
CO-083,"Montezuma County",45,52,-0.062,45.1
CO-085,"Montrose County",42.9,37,-0.864,43.8
CO-087,"Morgan County",46.4,56,-0.004,46.4
CO-089,"Otero County",50.4,52,-0.327,50.7
CO-091,"Ouray County",36.8,51,-0.18,37
CO-093,"Park County",33.2,33,-1.636,34.8
CO-095,"Phillips County",47.6,67,0.261,47.3
CO-097,"Pitkin County",31.8,26,-2.363,34.2
CO-099,"Prowers County",51.6,57,-0.196,51.8
CO-101,"Pueblo County",49.5,58,0.367,49.1
CO-103,"Rio Blanco County",38.6,29,-2.088,40.7
CO-105,"Rio Grande County",36.2,41,-0.949,37.1
CO-107,"Routt County",34,24,-2.693,36.7
CO-109,"Saguache County",35.2,32,-1.449,36.6
CO-111,"San Juan County",30.1,59,0.511,29.6
CO-113,"San Miguel County",39.9,43,-0.604,40.5
CO-115,"Sedgwick County",47.6,63,0.12,47.5
CO-117,"Summit County",30.2,34,-1.94,32.1
CO-119,"Teller County",35.2,35,-1.352,36.6
CO-121,"Washington County",46.6,60,-0.13,46.7
CO-123,"Weld County",45.4,52,-0.22,45.6
CO-125,"Yuma County",48.5,67,0.408,48.1
CT-001,"Fairfield County",52.9,127,5.738,47.2
CT-003,"Hartford County",51.7,124,5.08,46.6
CT-005,"Litchfield County",49.7,124,5.305,44.4
CT-007,"Middlesex County",51.3,125,4.807,46.5
CT-009,"New Haven County",51.4,126,4.786,46.6
CT-011,"New London County",51,125,4.957,46
CT-013,"Tolland County",50.3,124,4.702,45.6
CT-015,"Windham County",50.4,125,4.845,45.6
DE-001,"Kent County",58.7,128,6.658,52
DE-003,"New Castle County",58,128,6.553,51.4
DE-005,"Sussex County",59.5,128,7.204,52.3
FL-001,"Alachua County",71.3,119,3.327,68
FL-003,"Baker County",70.1,119,3.341,66.8
FL-005,"Bay County",68.5,100,1.743,66.8
FL-007,"Bradford County",71,122,3.575,67.4
FL-009,"Brevard County",75,126,4.599,70.4
FL-011,"Broward County",77,125,4.183,72.8
FL-013,"Calhoun County",68.3,102,1.82,66.5
FL-015,"Charlotte County",75.8,122,3.896,71.9
FL-017,"Citrus County",74,127,4.912,69.1
FL-019,"Clay County",72,126,4.594,67.4
FL-021,"Collier County",76.7,125,4.083,72.6
FL-023,"Columbia County",69.8,114,2.847,67
FL-027,"DeSoto County",75.6,125,4.341,71.3
FL-029,"Dixie County",71,121,3.759,67.2
FL-031,"Duval County",71.4,126,4.463,66.9
FL-033,"Escambia County",68.3,101,1.805,66.5
FL-035,"Flagler County",73.9,128,5.581,68.3
FL-037,"Franklin County",69.2,105,2.227,67
FL-039,"Gadsden County",68.7,106,2.42,66.3
FL-041,"Gilchrist County",70.6,118,3.308,67.3
FL-043,"Glades County",75.4,121,3.834,71.6
FL-045,"Gulf County",68.8,105,2.232,66.6
FL-047,"Hamilton County",68.9,106,2.232,66.7
FL-049,"Hardee County",75.9,127,5.08,70.8
FL-051,"Hendry County",75.6,120,3.617,72
FL-053,"Hernando County",75,128,5.802,69.2
FL-055,"Highlands County",75.9,127,4.793,71.1
FL-057,"Hillsborough County",75.9,127,5.559,70.3
FL-059,"Holmes County",66.8,79,0.584,66.2
FL-061,"Indian River County",75.5,128,5.104,70.4
FL-063,"Jackson County",67.7,87,0.991,66.7
FL-065,"Jefferson County",69.3,111,2.809,66.5
FL-067,"Lafayette County",70.2,120,3.26,66.9
FL-069,"Lake County",74.7,127,5.098,69.6
FL-071,"Lee County",76.2,122,3.806,72.4
FL-073,"Leon County",69.4,114,2.969,66.4
FL-075,"Levy County",71.6,119,3.724,67.9
FL-077,"Liberty County",68.8,106,2.362,66.4
FL-079,"Madison County",69,111,2.511,66.5
FL-081,"Manatee County",75.6,126,4.89,70.7
FL-083,"Marion County",73.3,124,4.519,68.8
FL-085,"Martin County",76.6,126,4.936,71.7
FL-086,"Miami-Dade County",77.5,125,4.384,73.1
FL-087,"Monroe County",78.1,126,4.401,73.7
FL-089,"Nassau County",70.6,124,4.105,66.5
FL-091,"Okaloosa County",68,103,1.973,66
FL-093,"Okeechobee County",75.7,127,4.794,70.9
FL-095,"Orange County",75.3,127,4.939,70.4
FL-097,"Osceola County",75.9,127,5.251,70.6
FL-099,"Palm Beach County",76.5,125,4.333,72.2
FL-101,"Pasco County",75.1,127,5.628,69.5
FL-103,"Pinellas County",75.8,127,4.958,70.8
FL-105,"Polk County",75.9,127,5.208,70.7
FL-107,"Putnam County",73.3,127,5.134,68.2
FL-109,"St. Johns County",73.2,128,5.666,67.5
FL-111,"St. Lucie County",76,128,4.824,71.2
FL-113,"Santa Rosa County",68.2,102,1.826,66.4
FL-115,"Sarasota County",75.4,125,4.055,71.3
FL-117,"Seminole County",74.8,126,4.671,70.1
FL-119,"Sumter County",74.4,127,4.999,69.4
FL-121,"Suwannee County",69.8,117,2.856,66.9
FL-123,"Taylor County",70.4,120,3.415,67
FL-125,"Union County",70.3,115,3.06,67.2
FL-127,"Volusia County",74.1,126,4.809,69.3
FL-129,"Wakulla County",69.7,113,2.902,66.8
FL-131,"Walton County",67.5,97,1.458,66
FL-133,"Washington County",67.6,87,1.047,66.6
GA-001,"Appling County",67.9,106,2.303,65.6
GA-003,"Atkinson County",67.2,99,1.496,65.7
GA-005,"Bacon County",68,108,2.311,65.7
GA-007,"Baker County",67.2,93,1.244,66
GA-009,"Baldwin County",64,83,1.002,63
GA-011,"Banks County",60.8,78,0.904,59.9
GA-013,"Barrow County",60.8,77,0.753,60
GA-015,"Bartow County",59.5,53,-0.454,60
GA-017,"Ben Hill County",66,89,1.042,65
GA-019,"Berrien County",66.1,80,0.65,65.5
GA-021,"Bibb County",64,84,0.795,63.2
GA-023,"Bleckley County",64.8,78,0.589,64.2
GA-025,"Brantley County",69.2,123,3.631,65.6
GA-027,"Brooks County",66.9,93,1.12,65.8
GA-029,"Bryan County",67.8,111,2.442,65.4
GA-031,"Bulloch County",66.8,105,2.063,64.7
GA-033,"Burke County",64,82,0.798,63.2
GA-035,"Butts County",62,74,0.463,61.5
GA-037,"Calhoun County",66.6,91,1.126,65.5
GA-039,"Camden County",70.3,125,4.187,66.1
GA-043,"Candler County",66.5,103,1.725,64.8
GA-045,"Carroll County",60.6,87,1.073,59.5
GA-047,"Catoosa County",59.1,62,-0.003,59.1
GA-049,"Charlton County",70,121,3.766,66.2
GA-051,"Chatham County",67.9,112,2.665,65.2
GA-053,"Chattahoochee County",64.1,79,0.434,63.7
GA-055,"Chattooga County",58.9,46,-0.806,59.7
GA-057,"Cherokee County",59.1,60,0.012,59.1
GA-059,"Clarke County",61,73,0.534,60.5
GA-061,"Clay County",65.9,81,0.815,65.1
GA-063,"Clayton County",61.3,79,0.666,60.6
GA-065,"Clinch County",68.4,108,2.235,66.2
GA-067,"Cobb County",60.3,76,0.607,59.7
GA-069,"Coffee County",67,101,1.562,65.4
GA-071,"Colquitt County",66.2,87,0.835,65.4
GA-073,"Columbia County",62.7,74,0.371,62.3
GA-075,"Cook County",66,79,0.549,65.5
GA-077,"Coweta County",61.4,79,0.734,60.7
GA-079,"Crawford County",63.8,84,0.836,63
GA-081,"Crisp County",65.7,92,1.407,64.3
GA-083,"Dade County",58.6,61,0.004,58.6
GA-085,"Dawson County",58.1,66,0.094,58
GA-087,"Decatur County",68,100,1.747,66.3
GA-089,"DeKalb County",60.9,81,0.878,60
GA-091,"Dodge County",65.2,76,0.559,64.6
GA-093,"Dooly County",65.3,88,1.212,64.1
GA-095,"Dougherty County",66.7,89,1.079,65.6
GA-097,"Douglas County",60.7,86,0.971,59.7
GA-099,"Early County",66.8,86,0.931,65.9
GA-101,"Echols County",68.3,105,1.938,66.4
GA-103,"Effingham County",67.2,112,2.569,64.6
GA-105,"Elbert County",61.3,78,0.809,60.5
GA-107,"Emanuel County",65.2,86,0.942,64.3
GA-109,"Evans County",67.4,106,2.049,65.4
GA-111,"Fannin County",56.1,68,0.223,55.9
GA-113,"Fayette County",61.3,76,0.469,60.8
GA-115,"Floyd County",59.6,51,-0.609,60.2
GA-117,"Forsyth County",59.1,70,0.264,58.8
GA-119,"Franklin County",60.6,76,0.59,60
GA-121,"Fulton County",60.7,82,0.878,59.8
GA-123,"Gilmer County",56.9,67,0.054,56.8
GA-125,"Glascock County",62.9,71,0.346,62.6
GA-127,"Glynn County",69.9,123,3.788,66.1
GA-129,"Gordon County",59.3,51,-0.511,59.8
GA-131,"Grady County",67.9,102,1.914,66
GA-133,"Greene County",62.1,75,0.659,61.4
GA-135,"Gwinnett County",60.3,78,0.723,59.6
GA-137,"Habersham County",59.1,81,0.944,58.2
GA-139,"Hall County",59.7,73,0.551,59.1
GA-141,"Hancock County",63.3,79,0.934,62.4
GA-143,"Haralson County",59.7,79,0.636,59.1
GA-145,"Harris County",62.2,72,0.103,62.1
GA-147,"Hart County",60.5,73,0.567,59.9
GA-149,"Heard County",61.4,85,0.817,60.6
GA-151,"Henry County",61.5,77,0.445,61.1
GA-153,"Houston County",64.7,81,0.813,63.9
GA-155,"Irwin County",65.9,86,0.889,65
GA-157,"Jackson County",60.9,78,0.815,60.1
GA-159,"Jasper County",62.3,81,0.755,61.5
GA-161,"Jeff Davis County",67.1,103,1.825,65.3
GA-163,"Jefferson County",63.3,70,0.265,63
GA-165,"Jenkins County",64.8,91,1.149,63.7
GA-167,"Johnson County",64.5,78,0.584,63.9
GA-169,"Jones County",63.4,84,0.803,62.6
GA-171,"Lamar County",62.2,77,0.449,61.8
GA-173,"Lanier County",66.7,91,0.95,65.8
GA-175,"Laurens County",65.1,78,0.723,64.4
GA-177,"Lee County",66.2,87,1.152,65
GA-179,"Liberty County",68.1,111,2.499,65.6
GA-181,"Lincoln County",61.9,69,0.286,61.6
GA-183,"Long County",68.3,112,2.538,65.8
GA-185,"Lowndes County",66.9,92,1.052,65.8
GA-187,"Lumpkin County",57.5,68,0.346,57.2
GA-189,"McDuffie County",62.3,74,0.349,62
GA-191,"McIntosh County",68.6,111,2.673,65.9
GA-193,"Macon County",64.7,86,0.969,63.7
GA-195,"Madison County",61,78,0.852,60.1
GA-197,"Marion County",64.1,81,0.77,63.3
GA-199,"Meriwether County",61.8,75,0.467,61.3
GA-201,"Miller County",67.3,91,1.161,66.1
GA-205,"Mitchell County",67,93,1.21,65.8
GA-207,"Monroe County",62.8,78,0.599,62.2
GA-209,"Montgomery County",66.6,100,1.589,65
GA-211,"Morgan County",61.7,72,0.541,61.2
GA-213,"Murray County",58.8,61,-0.118,58.9
GA-215,"Muscogee County",63.5,72,0.216,63.3
GA-217,"Newton County",61.4,78,0.547,60.9
GA-219,"Oconee County",61.2,73,0.511,60.7
GA-221,"Oglethorpe County",61.4,76,0.717,60.7
GA-223,"Paulding County",60,75,0.41,59.6
GA-225,"Peach County",64.3,87,0.928,63.4
GA-227,"Pickens County",58.2,60,-0.027,58.2
GA-229,"Pierce County",68.8,117,3.052,65.7
GA-231,"Pike County",61.9,73,0.351,61.5
GA-233,"Polk County",60,70,0.153,59.8
GA-235,"Pulaski County",65.1,79,0.725,64.4
GA-237,"Putnam County",62.8,82,0.803,62
GA-239,"Quitman County",65,74,0.414,64.6
GA-241,"Rabun County",57,83,0.953,56
GA-243,"Randolph County",65.5,84,0.871,64.6
GA-245,"Richmond County",63.6,75,0.653,62.9
GA-247,"Rockdale County",61.2,79,0.625,60.6
GA-249,"Schley County",64.6,82,0.908,63.7
GA-251,"Screven County",65.6,100,1.748,63.9
GA-253,"Seminole County",67.7,93,1.258,66.4
GA-255,"Spalding County",61.7,70,0.171,61.5
GA-257,"Stephens County",60.1,71,0.284,59.8
GA-259,"Stewart County",64.5,78,0.525,64
GA-261,"Sumter County",65.4,84,1.062,64.3
GA-263,"Talbot County",63.1,84,0.719,62.4
GA-265,"Taliaferro County",62.2,77,0.748,61.5
GA-267,"Tattnall County",67.6,104,2.061,65.5
GA-269,"Taylor County",63.9,82,0.876,63
GA-271,"Telfair County",66.3,92,1.186,65.1
GA-273,"Terrell County",66,87,1.103,64.9
GA-275,"Thomas County",67.4,97,1.603,65.8
GA-277,"Tift County",65.5,76,0.492,65
GA-279,"Toombs County",67.1,103,1.863,65.2
GA-281,"Towns County",56.1,86,1.22,54.9
GA-283,"Treutlen County",65.7,86,1.067,64.6
GA-285,"Troup County",61.7,76,0.309,61.4
GA-287,"Turner County",65.4,84,0.833,64.6
GA-289,"Twiggs County",64.5,84,0.779,63.7
GA-291,"Union County",56,77,0.814,55.2
GA-293,"Upson County",62.8,81,0.661,62.1
GA-295,"Walker County",58.5,56,-0.372,58.9
GA-297,"Walton County",61,77,0.654,60.3
GA-299,"Ware County",69,114,2.943,66.1
GA-301,"Warren County",62.5,74,0.531,62
GA-303,"Washington County",64.1,79,0.758,63.3
GA-305,"Wayne County",68.6,114,2.95,65.7
GA-307,"Webster County",64.9,81,0.88,64
GA-309,"Wheeler County",66.4,95,1.349,65.1
GA-311,"White County",58.2,83,1.009,57.2
GA-313,"Whitfield County",59.1,61,-0.165,59.3
GA-315,"Wilcox County",65.5,87,0.946,64.6
GA-317,"Wilkes County",61.8,75,0.697,61.1
GA-319,"Wilkinson County",64.7,85,0.979,63.7
GA-321,"Worth County",65.9,86,0.902,65
ID-001,"Ada County",47,21,-2.858,49.9
ID-003,"Adams County",38,18,-2.785,40.8
ID-005,"Bannock County",39.5,27,-2.787,42.3
ID-007,"Bear Lake County",32.7,10,-4.756,37.5
ID-009,"Benewah County",42.5,50,-0.866,43.4
ID-011,"Bingham County",39.8,22,-3.02,42.8
ID-013,"Blaine County",37.4,28,-2.227,39.6
ID-015,"Boise County",37.8,22,-2.657,40.5
ID-017,"Bonner County",40.9,44,-0.97,41.9
ID-019,"Bonneville County",36.1,19,-3.432,39.5
ID-021,"Boundary County",38.7,49,-0.718,39.4
ID-023,"Butte County",36.3,15,-3.711,40
ID-025,"Camas County",36.3,33,-1.962,38.3
ID-027,"Canyon County",48.2,17,-2.919,51.1
ID-029,"Caribou County",36.2,27,-2.621,38.8
ID-031,"Cassia County",40.8,37,-1.923,42.7
