March 2023 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 129 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
AR-025,"Cleveland County",56.6,97,2.83,53.8
AR-027,"Columbia County",56.9,88,1.915,55
AR-029,"Conway County",53.2,89,2.248,51
AR-031,"Craighead County",51.2,80,1.476,49.7
AR-033,"Crawford County",51.1,75,1.256,49.8
AR-035,"Crittenden County",53.4,85,1.77,51.6
AR-037,"Cross County",51.7,73,0.389,51.3
AR-039,"Dallas County",55.8,89,2.178,53.6
AR-041,"Desha County",56.6,91,2.623,54
AR-043,"Drew County",57.7,99,3.479,54.2
AR-045,"Faulkner County",52.8,80,1.466,51.3
AR-047,"Franklin County",50.9,76,1.074,49.8
AR-049,"Fulton County",48.6,81,1.696,46.9
AR-051,"Garland County",53.8,87,2.111,51.7
AR-053,"Grant County",55.3,88,2.001,53.3
AR-055,"Greene County",50.7,81,1.504,49.2
AR-057,"Hempstead County",56.4,96,2.657,53.7
AR-059,"Hot Spring County",54.5,84,1.695,52.8
AR-061,"Howard County",54.4,90,2.127,52.3
AR-063,"Independence County",50,71,0.584,49.4
AR-065,"Izard County",48.7,71,0.772,47.9
AR-067,"Jackson County",50.6,72,0.406,50.2
AR-069,"Jefferson County",55.9,90,2.545,53.4
AR-071,"Johnson County",50.6,82,1.375,49.2
AR-073,"Lafayette County",58.1,97,3.114,55
AR-075,"Lawrence County",50.3,80,1.218,49.1
AR-077,"Lee County",53.6,82,1.199,52.4
AR-079,"Lincoln County",56.9,97,3.241,53.7
AR-081,"Little River County",57.6,105,3.858,53.7
AR-083,"Logan County",52.2,81,1.43,50.8
AR-085,"Lonoke County",53.5,77,0.937,52.6
AR-087,"Madison County",47.9,75,1.02,46.9
AR-089,"Marion County",48.2,74,0.843,47.4
AR-091,"Miller County",59.3,110,4.347,55
AR-093,"Mississippi County",52.1,85,1.807,50.3
AR-095,"Monroe County",53.8,80,1.251,52.5
AR-097,"Montgomery County",53,87,1.914,51.1
AR-099,"Nevada County",56.2,92,2.122,54.1
AR-101,"Newton County",47.7,71,0.906,46.8
AR-103,"Ouachita County",57.2,95,2.687,54.5
AR-105,"Perry County",54,92,2.462,51.5
AR-107,"Phillips County",54.3,85,1.423,52.9
AR-109,"Pike County",53.7,84,1.486,52.2
AR-111,"Poinsett County",51.4,78,0.978,50.4
AR-113,"Polk County",52.1,86,1.894,50.2
AR-115,"Pope County",51.7,86,1.909,49.8
AR-117,"Prairie County",53.6,82,1.142,52.5
AR-119,"Pulaski County",53.4,78,0.983,52.4
AR-121,"Randolph County",50.2,85,1.91,48.3
AR-123,"St. Francis County",52.7,76,0.746,52
AR-125,"Saline County",54.2,88,2.053,52.1
AR-127,"Scott County",52.1,83,1.69,50.4
AR-129,"Searcy County",48.4,74,0.904,47.5
AR-131,"Sebastian County",52.6,81,1.713,50.9
AR-133,"Sevier County",55.5,93,2.783,52.7
AR-135,"Sharp County",49.2,78,1.307,47.9
AR-137,"Stone County",49,71,0.814,48.2
AR-139,"Union County",58.4,98,3.497,54.9
AR-141,"Van Buren County",50.3,80,1.447,48.9
AR-143,"Washington County",49,75,1.156,47.8
AR-145,"White County",52,75,0.832,51.2
AR-147,"Woodruff County",51.5,61,-0.029,51.5
AR-149,"Yell County",53.2,86,1.956,51.2
CA-001,"Alameda County",48.5,7,-3.378,51.9
CA-003,"Alpine County",28.2,8,-5.265,33.5
CA-005,"Amador County",42.8,3,-5.61,48.4
CA-007,"Butte County",45.8,6,-4.467,50.3
CA-009,"Calaveras County",43.2,3,-5.505,48.7
CA-011,"Colusa County",46.1,2,-6.214,52.3
CA-013,"Contra Costa County",48.7,5,-4.263,53
CA-015,"Del Norte County",37.5,2,-5.892,43.4
CA-017,"El Dorado County",37.8,3,-6.017,43.8
CA-019,"Fresno County",41.9,19,-3.53,45.4
CA-021,"Glenn County",45,2,-5.595,50.6
CA-023,"Humboldt County",41.8,3,-4.422,46.2
CA-025,"Imperial County",61.3,32,-1.792,63.1
CA-027,"Inyo County",44.1,5,-5.45,49.6
CA-029,"Kern County",47.6,13,-3.95,51.6
CA-031,"Kings County",52.4,24,-2.237,54.6
CA-033,"Lake County",41,2,-6.697,47.7
CA-035,"Lassen County",29.7,3,-7.174,36.9
CA-037,"Los Angeles County",48.1,13,-3.986,52.1
CA-039,"Madera County",42,9,-4.176,46.2
CA-041,"Marin County",47.6,6,-3.438,51
CA-043,"Mariposa County",39,5,-6.234,45.2
CA-045,"Mendocino County",42,1,-5.84,47.8
CA-047,"Merced County",50.2,11,-3.499,53.7
CA-049,"Modoc County",30,4,-6.406,36.4
CA-051,"Mono County",26.4,3,-6.884,33.3
CA-053,"Monterey County",48.3,21,-2.37,50.7
CA-055,"Napa County",46.8,3,-4.325,51.1
CA-057,"Nevada County",36,2,-6.506,42.5
CA-059,"Orange County",52.8,10,-3.606,56.4
CA-061,"Placer County",38.1,3,-5.801,43.9
CA-063,"Plumas County",30,1,-7.561,37.6
CA-065,"Riverside County",54.8,25,-2.738,57.5
CA-067,"Sacramento County",50.6,8,-3.717,54.3
CA-069,"San Benito County",46.5,18,-2.859,49.4
CA-071,"San Bernardino County",51.4,13,-3.995,55.4
CA-073,"San Diego County",50.1,15,-3.334,53.4
CA-075,"San Francisco County",49.4,11,-3.189,52.6
CA-077,"San Joaquin County",51.1,15,-2.896,54
CA-079,"San Luis Obispo County",48.8,29,-2.02,50.8
CA-081,"San Mateo County",48.8,19,-2.399,51.2
CA-083,"Santa Barbara County",49.1,47,-0.83,49.9
CA-085,"Santa Clara County",47.2,17,-2.954,50.2
CA-087,"Santa Cruz County",48.6,27,-2.133,50.7
CA-089,"Shasta County",38.5,2,-6.734,45.2
CA-091,"Sierra County",30.6,3,-6.381,37
CA-093,"Siskiyou County",32.6,3,-6.351,39
CA-095,"Solano County",49.5,2,-4.236,53.7
CA-097,"Sonoma County",46.2,3,-4.444,50.6
CA-099,"Stanislaus County",49.2,7,-3.857,53.1
CA-101,"Sutter County",50.5,6,-4.021,54.5
CA-103,"Tehama County",42.4,2,-6.212,48.6
CA-105,"Trinity County",36.4,1,-6.454,42.9
CA-107,"Tulare County",39.5,7,-4.435,43.9
CA-109,"Tuolumne County",33.3,3,-6.799,40.1
CA-111,"Ventura County",46,28,-2.458,48.5
CA-113,"Yolo County",49.2,3,-4.464,53.7
CA-115,"Yuba County",46.4,3,-5.343,51.7
CO-001,"Adams County",34.4,28,-2.839,37.2
CO-003,"Alamosa County",32.3,56,-0.223,32.5
CO-005,"Arapahoe County",34.2,30,-2.669,36.9
CO-007,"Archuleta County",30.1,25,-2.25,32.4
CO-009,"Baca County",41.4,54,-0.413,41.8
CO-011,"Bent County",40.4,42,-1.245,41.6
CO-013,"Boulder County",29.6,25,-3.277,32.9
CO-014,"Broomfield County",35.8,28,-2.736,38.5
CO-015,"Chaffee County",22.6,11,-4.193,26.8
CO-017,"Cheyenne County",37.8,43,-1.026,38.8
CO-019,"Clear Creek County",22.1,22,-3.524,25.6
CO-021,"Conejos County",28.5,38,-1.083,29.6
CO-023,"Costilla County",30.4,43,-0.757,31.2
CO-025,"Crowley County",39.1,48,-0.749,39.8
CO-027,"Custer County",29.2,47,-0.953,30.2
CO-029,"Delta County",31.5,15,-3.521,35
CO-031,"Denver County",35.8,32,-2.582,38.4
CO-033,"Dolores County",28,17,-3.651,31.7
CO-035,"Douglas County",32.3,24,-2.896,35.2
CO-037,"Eagle County",24.1,18,-3.567,27.7
CO-039,"Elbert County",34.2,50,-1.089,35.3
CO-041,"El Paso County",33.5,29,-2.27,35.8
CO-043,"Fremont County",32,27,-2.358,34.4
CO-045,"Garfield County",27.5,16,-3.907,31.4
CO-047,"Gilpin County",23.4,16,-4.357,27.8
CO-049,"Grand County",21.6,21,-3.748,25.3
CO-051,"Gunnison County",21.8,11,-4.36,26.2
CO-053,"Hinsdale County",21.2,21,-2.779,24
CO-055,"Huerfano County",34.2,41,-1.271,35.5
CO-057,"Jackson County",20,15,-4.349,24.3
CO-059,"Jefferson County",31,19,-3.467,34.5
CO-061,"Kiowa County",39,44,-1.232,40.2
CO-063,"Kit Carson County",36.5,40,-1.674,38.2
CO-065,"Lake County",19.2,15,-3.556,22.8
CO-067,"La Plata County",30.2,16,-3.394,33.6
CO-069,"Larimer County",26.4,26,-3.301,29.7
CO-071,"Las Animas County",37.8,34,-1.728,39.5
CO-073,"Lincoln County",36.4,47,-1.076,37.5
CO-075,"Logan County",33,20,-4.001,37
CO-077,"Mesa County",31.7,16,-3.671,35.4
CO-079,"Mineral County",22.6,25,-2.387,25
CO-081,"Moffat County",24.6,7,-6.574,31.2
CO-083,"Montezuma County",33.8,14,-3.455,37.3
CO-085,"Montrose County",32,16,-3.523,35.5
CO-087,"Morgan County",33.4,22,-3.121,36.5
CO-089,"Otero County",40.3,42,-1.175,41.5
CO-091,"Ouray County",26.7,23,-2.668,29.4
CO-093,"Park County",24.1,25,-2.842,26.9
CO-095,"Phillips County",34,33,-2.937,36.9
CO-097,"Pitkin County",22.6,14,-3.513,26.1
CO-099,"Prowers County",40.7,49,-0.866,41.6
CO-101,"Pueblo County",39.3,44,-1.087,40.4
CO-103,"Rio Blanco County",26.7,12,-5.155,31.9
CO-105,"Rio Grande County",27.9,40,-0.999,28.9
CO-107,"Routt County",23.3,17,-3.925,27.2
CO-109,"Saguache County",25.5,21,-2.767,28.3
CO-111,"San Juan County",20.7,20,-2.753,23.5
CO-113,"San Miguel County",29.5,16,-3.451,33
CO-115,"Sedgwick County",33.6,26,-3.385,37
CO-117,"Summit County",20.6,24,-3.142,23.7
CO-119,"Teller County",26.1,26,-2.642,28.7
CO-121,"Washington County",33.4,21,-3.646,37
CO-123,"Weld County",33.6,33,-2.579,36.2
CO-125,"Yuma County",35.4,35,-2.533,37.9
CT-001,"Fairfield County",40.2,106,3.532,36.7
CT-003,"Hartford County",39.2,106,3.502,35.7
CT-005,"Litchfield County",36.4,99,3.128,33.3
CT-007,"Middlesex County",39.6,104,3.258,36.3
CT-009,"New Haven County",39.3,99,2.981,36.3
CT-011,"New London County",39.8,109,3.595,36.2
CT-013,"Tolland County",38.5,108,3.529,35
CT-015,"Windham County",38.4,107,3.237,35.2
DE-001,"Kent County",45.3,93,2.624,42.7
DE-003,"New Castle County",44.7,102,3.14,41.6
DE-005,"Sussex County",46.7,104,3.368,43.3
FL-001,"Alachua County",66.5,116,4.165,62.3
FL-003,"Baker County",65.7,118,4.945,60.8
FL-005,"Bay County",64.9,116,4.642,60.3
FL-007,"Bradford County",66.2,118,4.468,61.7
FL-009,"Brevard County",70.7,124,5.071,65.6
FL-011,"Broward County",74.7,127,5.459,69.2
FL-013,"Calhoun County",64.5,116,4.597,59.9
FL-015,"Charlotte County",71.6,121,4.288,67.3
FL-017,"Citrus County",69,123,5.4,63.6
FL-019,"Clay County",66.9,123,5.1,61.8
FL-021,"Collier County",73.1,122,4.474,68.6
FL-023,"Columbia County",65.7,118,4.696,61
FL-027,"DeSoto County",71.4,123,4.752,66.6
FL-029,"Dixie County",65.8,116,4.393,61.4
FL-031,"Duval County",66.7,123,5.651,61
FL-033,"Escambia County",64.9,119,5.113,59.8
FL-035,"Flagler County",68.6,123,5.495,63.1
FL-037,"Franklin County",65.6,120,5.066,60.5
FL-039,"Gadsden County",65,120,5.247,59.8
FL-041,"Gilchrist County",65.9,117,4.32,61.6
FL-043,"Glades County",71.8,123,4.468,67.3
FL-045,"Gulf County",65.3,117,4.94,60.4
FL-047,"Hamilton County",65.1,119,4.691,60.4
FL-049,"Hardee County",71.5,125,5.414,66.1
FL-051,"Hendry County",72.4,121,4.393,68
FL-053,"Hernando County",70,125,5.925,64.1
FL-055,"Highlands County",71.6,123,5.036,66.6
FL-057,"Hillsborough County",71.6,125,6.138,65.5
FL-059,"Holmes County",63.5,115,4.117,59.4
FL-061,"Indian River County",71.5,124,5.42,66.1
FL-063,"Jackson County",64,116,4.079,59.9
FL-065,"Jefferson County",65.8,123,5.756,60
FL-067,"Lafayette County",65.5,118,4.555,60.9
FL-069,"Lake County",70.8,126,6.207,64.6
FL-071,"Lee County",72,120,4.008,68
FL-073,"Leon County",65.8,123,5.802,60
FL-075,"Levy County",66.8,118,4.536,62.3
FL-077,"Liberty County",65,118,4.978,60
FL-079,"Madison County",65.4,121,5.265,60.1
FL-081,"Manatee County",71.4,123,5.4,66
FL-083,"Marion County",68.5,121,5.082,63.4
FL-085,"Martin County",73.7,127,6.043,67.7
FL-086,"Miami-Dade County",75,126,5.408,69.6
FL-087,"Monroe County",75.2,127,5.226,70
FL-089,"Nassau County",66,122,5.62,60.4
FL-091,"Okaloosa County",64.3,119,5.061,59.2
FL-093,"Okeechobee County",71.9,125,5.344,66.6
FL-095,"Orange County",71.2,124,5.824,65.4
FL-097,"Osceola County",71.4,124,5.507,65.9
FL-099,"Palm Beach County",74.2,127,5.756,68.4
FL-101,"Pasco County",70.6,125,6.033,64.6
FL-103,"Pinellas County",71.6,124,5.825,65.8
FL-105,"Polk County",71.7,125,5.871,65.8
FL-107,"Putnam County",68,124,5.182,62.8
FL-109,"St. Johns County",67.7,124,5.719,62
FL-111,"St. Lucie County",72.6,126,5.633,67
FL-113,"Santa Rosa County",64.6,118,4.929,59.7
FL-115,"Sarasota County",71.5,123,4.856,66.6
FL-117,"Seminole County",70.9,123,5.715,65.2
FL-119,"Sumter County",70.1,124,5.817,64.3
FL-121,"Suwannee County",65.5,119,4.648,60.9
FL-123,"Taylor County",65.6,119,4.932,60.7
FL-125,"Union County",66,116,4.554,61.4
FL-127,"Volusia County",69.6,123,5.394,64.2
FL-129,"Wakulla County",65.8,121,5.474,60.3
FL-131,"Walton County",64,119,4.756,59.2
FL-133,"Washington County",64.2,115,4.295,59.9
GA-001,"Appling County",62.6,117,4.297,58.3
GA-003,"Atkinson County",63,116,4.296,58.7
GA-005,"Bacon County",63,117,4.496,58.5
GA-007,"Baker County",63.8,119,5.065,58.7
GA-009,"Baldwin County",58.8,106,3.819,55
GA-011,"Banks County",54.9,99,3.428,51.5
GA-013,"Barrow County",55.6,105,3.884,51.7
GA-015,"Bartow County",53.2,86,2.051,51.1
GA-017,"Ben Hill County",61.8,116,4.308,57.5
GA-019,"Berrien County",62.6,117,4.089,58.5
GA-021,"Bibb County",58.8,105,3.552,55.2
GA-023,"Bleckley County",60.4,111,3.959,56.4
GA-025,"Brantley County",64.5,122,5.622,58.9
GA-027,"Brooks County",64.3,120,5.055,59.2
GA-029,"Bryan County",62.5,116,4.239,58.3
GA-031,"Bulloch County",61.2,111,3.893,57.3
GA-033,"Burke County",59.3,107,3.748,55.6
GA-035,"Butts County",56.7,100,3.375,53.3
GA-037,"Calhoun County",62.8,118,4.616,58.2
GA-039,"Camden County",65.8,124,5.986,59.8
GA-043,"Candler County",61.1,111,3.895,57.2
GA-045,"Carroll County",55.7,110,4.329,51.4
GA-047,"Catoosa County",52.8,92,2.577,50.2
GA-049,"Charlton County",65.4,122,5.442,60
GA-051,"Chatham County",62.7,116,4.519,58.2
GA-053,"Chattahoochee County",59.4,99,3.331,56.1
GA-055,"Chattooga County",52.3,81,1.388,50.9
GA-057,"Cherokee County",53.2,94,2.811,50.4
GA-059,"Clarke County",55.8,102,3.539,52.3
GA-061,"Clay County",61.8,112,4.006,57.8
GA-063,"Clayton County",56,99,3.564,52.4
GA-065,"Clinch County",64.2,117,4.571,59.6
GA-067,"Cobb County",54.6,98,3.452,51.1
GA-069,"Coffee County",62.4,116,4.247,58.2
GA-071,"Colquitt County",63.2,119,4.661,58.5
GA-073,"Columbia County",58.2,104,3.784,54.4
GA-075,"Cook County",62.9,118,4.229,58.7
GA-077,"Coweta County",56.8,109,4.272,52.5
GA-079,"Crawford County",58.7,106,3.66,55
GA-081,"Crisp County",61,113,4.148,56.9
GA-083,"Dade County",52.2,94,2.622,49.6
GA-085,"Dawson County",52.3,97,2.999,49.3
GA-087,"Decatur County",64.6,120,5.125,59.5
GA-089,"DeKalb County",55.4,102,3.668,51.7
GA-091,"Dodge County",61,113,4.017,57
GA-093,"Dooly County",60.4,110,3.989,56.4
GA-095,"Dougherty County",63,119,4.702,58.3
GA-097,"Douglas County",55.5,108,4.065,51.4
GA-099,"Early County",63.2,117,4.494,58.7
GA-101,"Echols County",64.5,118,4.533,60
GA-103,"Effingham County",61.6,115,4.204,57.4
GA-105,"Elbert County",56.4,110,4.345,52.1
GA-107,"Emanuel County",60.5,112,3.896,56.6
GA-109,"Evans County",61.8,109,3.794,58
GA-111,"Fannin County",49.2,85,2.215,47
GA-113,"Fayette County",56.6,107,3.971,52.6
GA-115,"Floyd County",53.1,82,1.612,51.5
GA-117,"Forsyth County",53.7,102,3.405,50.3
GA-119,"Franklin County",54.8,98,3.207,51.6
GA-121,"Fulton County",55.4,105,3.93,51.5
GA-123,"Gilmer County",50.4,91,2.446,48
GA-125,"Glascock County",58.7,109,3.9,54.8
GA-127,"Glynn County",65.4,124,5.964,59.4
GA-129,"Gordon County",52.8,87,1.84,51
GA-131,"Grady County",64.9,122,5.634,59.3
GA-133,"Greene County",57.1,104,3.759,53.3
GA-135,"Gwinnett County",55,104,3.799,51.2
GA-137,"Habersham County",52.5,94,2.757,49.7
GA-139,"Hall County",54.3,102,3.636,50.7
GA-141,"Hancock County",58.3,107,3.884,54.4
GA-143,"Haralson County",54.4,105,3.602,50.8
GA-145,"Harris County",57.8,105,3.527,54.3
GA-147,"Hart County",55,103,3.52,51.5
GA-149,"Heard County",56.9,111,4.419,52.5
GA-151,"Henry County",56.2,99,3.345,52.9
GA-153,"Houston County",59.9,107,3.831,56.1
GA-155,"Irwin County",62,117,4.305,57.7
GA-157,"Jackson County",55.5,102,3.718,51.8
GA-159,"Jasper County",56.8,101,3.409,53.4
GA-161,"Jeff Davis County",62,116,4.186,57.8
GA-163,"Jefferson County",59.2,109,3.812,55.4
GA-165,"Jenkins County",60,109,4.003,56
GA-167,"Johnson County",60.1,110,3.821,56.3
GA-169,"Jones County",58.2,107,3.67,54.5
GA-171,"Lamar County",57.3,104,3.676,53.6
GA-173,"Lanier County",63.2,115,4.13,59.1
GA-175,"Laurens County",60.6,110,3.877,56.7
GA-177,"Lee County",61.9,116,4.333,57.6
GA-179,"Liberty County",63.1,116,4.515,58.6
GA-181,"Lincoln County",57.7,108,4.316,53.4
GA-183,"Long County",63.2,117,4.442,58.8
GA-185,"Lowndes County",63.8,117,4.467,59.3
GA-187,"Lumpkin County",51.3,93,2.799,48.5
GA-189,"McDuffie County",58,105,3.949,54.1
GA-191,"McIntosh County",64.4,121,5.401,59
GA-193,"Macon County",59.6,102,3.654,55.9
GA-195,"Madison County",55.4,104,3.573,51.8
GA-197,"Marion County",59,98,3.363,55.6
GA-199,"Meriwether County",57.2,106,3.836,53.4
GA-201,"Miller County",63.9,119,4.874,59
GA-205,"Mitchell County",64,121,5.222,58.8
GA-207,"Monroe County",57.7,105,3.617,54.1
GA-209,"Montgomery County",61.3,114,4.006,57.3
GA-211,"Morgan County",56.5,101,3.487,53
GA-213,"Murray County",52.3,90,2.405,49.9
GA-215,"Muscogee County",59,100,3.326,55.7
GA-217,"Newton County",55.9,96,3.247,52.7
GA-219,"Oconee County",56.1,102,3.594,52.5
GA-221,"Oglethorpe County",56.3,106,3.898,52.4
GA-223,"Paulding County",54.3,94,3.236,51.1
GA-225,"Peach County",59.2,105,3.698,55.5
GA-227,"Pickens County",52.1,93,2.675,49.4
GA-229,"Pierce County",63.9,119,5.106,58.8
GA-231,"Pike County",57.3,108,3.83,53.5
GA-233,"Polk County",54,88,2.668,51.3
GA-235,"Pulaski County",60.8,112,4.16,56.6
GA-237,"Putnam County",57.6,105,3.712,53.9
GA-239,"Quitman County",60.6,102,3.478,57.1
GA-241,"Rabun County",49.2,82,1.584,47.6
GA-243,"Randolph County",61.1,110,3.881,57.2
GA-245,"Richmond County",58.8,105,3.61,55.2
GA-247,"Rockdale County",55.8,100,3.463,52.3
GA-249,"Schley County",59.4,98,3.409,56
GA-251,"Screven County",60.2,107,3.869,56.3
GA-253,"Seminole County",64.2,119,4.643,59.6
GA-255,"Spalding County",57,102,3.659,53.3
GA-257,"Stephens County",54.1,93,2.752,51.3
GA-259,"Stewart County",59.8,101,3.408,56.4
GA-261,"Sumter County",60.4,103,3.688,56.7
GA-263,"Talbot County",58.1,103,3.511,54.6
GA-265,"Taliaferro County",57.5,109,4.089,53.4
GA-267,"Tattnall County",62,110,3.833,58.2
GA-269,"Taylor County",58.8,105,3.582,55.2
GA-271,"Telfair County",61.7,117,4.182,57.5
GA-273,"Terrell County",61.6,115,4.165,57.4
GA-275,"Thomas County",64.7,123,5.537,59.2
GA-277,"Tift County",62.1,118,4.287,57.8
GA-279,"Toombs County",61.6,114,3.937,57.7
GA-281,"Towns County",48.4,88,1.995,46.4
GA-283,"Treutlen County",60.9,114,3.971,56.9
GA-285,"Troup County",57.3,106,3.922,53.4
GA-287,"Turner County",61.5,117,4.308,57.2
GA-289,"Twiggs County",59.6,107,3.705,55.9
GA-291,"Union County",48.6,86,2.019,46.6
GA-293,"Upson County",57.8,107,3.649,54.2
GA-295,"Walker County",52,85,2.036,50
GA-297,"Walton County",55.7,100,3.582,52.1
GA-299,"Ware County",64.4,119,5.019,59.4
GA-301,"Warren County",58,107,3.943,54.1
GA-303,"Washington County",59.5,107,3.845,55.7
GA-305,"Wayne County",63.6,120,4.906,58.7
GA-307,"Webster County",59.9,101,3.482,56.4
GA-309,"Wheeler County",61.5,115,4.135,57.4
GA-311,"White County",51.5,95,2.791,48.7
GA-313,"Whitfield County",52.6,88,2.268,50.3
GA-315,"Wilcox County",61.2,114,4.195,57
GA-317,"Wilkes County",57.4,111,4.53,52.9
GA-319,"Wilkinson County",59.7,106,3.788,55.9
GA-321,"Worth County",62.3,118,4.554,57.7
ID-001,"Ada County",37.4,6,-4.859,42.3
ID-003,"Adams County",28.8,14,-3.973,32.8
ID-005,"Bannock County",28.4,13,-4.875,33.3
ID-007,"Bear Lake County",21.1,11,-6.278,27.4
ID-009,"Benewah County",34.7,35,-1.506,36.2
ID-011,"Bingham County",26.7,9,-6.285,33
ID-013,"Blaine County",25,10,-5.271,30.3
ID-015,"Boise County",27.7,9,-4.824,32.5
ID-017,"Bonner County",32.1,34,-1.701,33.8
ID-019,"Bonneville County",24.6,12,-4.978,29.6
ID-021,"Boundary County",30,43,-1.117,31.1
ID-023,"Butte County",24,11,-5.582,29.6
ID-025,"Camas County",24.7,12,-4.415,29.1
ID-027,"Canyon County",39,9,-4.44,43.4
ID-029,"Caribou County",24.6,13,-4.883,29.5
ID-031,"Cassia County",29.8,8,-5.194,35
