September 2022 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 128 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
AL-071,"Jackson County",69.6,29,-2.1,71.7
AL-073,"Jefferson County",72.9,46,-0.9,73.8
AL-075,"Lamar County",73.5,48,-0.8,74.3
AL-077,"Lauderdale County",70.9,47,-1.0,71.9
AL-079,"Lawrence County",70.8,40,-1.5,72.3
AL-081,"Lee County",73.7,52,-0.7,74.4
AL-083,"Limestone County",70.4,36,-1.8,72.2
AL-085,"Lowndes County",75.3,49,-0.6,75.9
AL-087,"Macon County",74.9,53,-0.6,75.5
AL-089,"Madison County",70.8,39,-1.5,72.3
AL-091,"Marengo County",74.8,50,-0.9,75.7
AL-093,"Marion County",72.2,52,-0.8,73
AL-095,"Marshall County",71.3,46,-1.2,72.5
AL-097,"Mobile County",77.4,75,0.4,77
AL-099,"Monroe County",75.1,48,-1.0,76.1
AL-101,"Montgomery County",75.2,52,-0.6,75.8
AL-103,"Morgan County",71.5,48,-0.9,72.4
AL-105,"Perry County",74.6,54,-0.7,75.3
AL-107,"Pickens County",74.0,45,-1.2,75.2
AL-109,"Pike County",75.1,53,-0.7,75.8
AL-111,"Randolph County",71.5,53,-0.6,72.1
AL-113,"Russell County",74.6,49,-1.0,75.6
AL-115,"St. Clair County",72.0,43,-1.0,73
AL-117,"Shelby County",72.8,42,-1.1,73.9
AL-119,"Sumter County",74.4,42,-1.3,75.7
AL-121,"Talladega County",72.3,45,-1.1,73.4
AL-123,"Tallapoosa County",73.1,53,-0.6,73.7
AL-125,"Tuscaloosa County",73.6,40,-1.7,75.3
AL-127,"Walker County",72.6,42,-1.2,73.8
AL-129,"Washington County",75.8,61,-0.4,76.2
AL-131,"Wilcox County",75.4,55,-0.5,75.9
AL-133,"Winston County",71.0,43,-1.4,72.4
AZ-001,"Apache County",66.0,128,3.7,62.3
AZ-003,"Cochise County",72.6,85,0.9,71.7
AZ-005,"Coconino County",68.8,127,4.3,64.5
AZ-007,"Gila County",74.0,119,3.0,71
AZ-009,"Graham County",74.3,107,1.9,72.4
AZ-011,"Greenlee County",69.3,104,1.8,67.5
AZ-012,"La Paz County",87.4,119,3.8,83.6
AZ-013,"Maricopa County",85.9,121,3.6,82.3
AZ-015,"Mohave County",78.8,127,4.5,74.3
AZ-017,"Navajo County",68.1,128,3.9,64.2
AZ-019,"Pima County",81.5,116,2.5,79
AZ-021,"Pinal County",84.0,121,3.4,80.6
AZ-023,"Santa Cruz County",72.3,91,1.2,71.1
AZ-025,"Yavapai County",74.3,123,3.7,70.6
AZ-027,"Yuma County",88.8,126,4.6,84.2
AR-001,"Arkansas County",75.2,80,0.8,74.4
AR-003,"Ashley County",76.1,87,1.2,74.9
AR-005,"Baxter County",70.8,81,0.9,69.9
AR-007,"Benton County",71.4,80,1.3,70.1
AR-009,"Boone County",70.6,80,1.0,69.6
AR-011,"Bradley County",75.2,73,0.5,74.7
AR-013,"Calhoun County",75.3,73,0.5,74.8
AR-015,"Carroll County",70.2,68,0.4,69.8
AR-017,"Chicot County",76.2,82,1.0,75.2
AR-019,"Clark County",75.1,73,0.6,74.5
AR-021,"Clay County",71.9,72,0.4,71.5
AR-023,"Cleburne County",72.6,83,1.2,71.4
AR-025,"Cleveland County",74.7,72,0.3,74.4
AR-027,"Columbia County",75.8,74,0.5,75.3
AR-029,"Conway County",74.2,85,1.4,72.8
AR-031,"Craighead County",72.9,75,0.8,72.1
AR-033,"Crawford County",74.6,101,2.5,72.1
AR-035,"Crittenden County",74.7,78,1.0,73.7
AR-037,"Cross County",74.2,76,0.9,73.3
AR-039,"Dallas County",74.9,73,0.5,74.4
AR-041,"Desha County",74.4,60,-0.3,74.7
AR-043,"Drew County",74.9,67,0.3,74.6
AR-045,"Faulkner County",74.5,87,1.5,73
AR-047,"Franklin County",74.0,93,1.9,72.1
AR-049,"Fulton County",70.8,86,1.4,69.4
AR-051,"Garland County",74.2,81,1.1,73.1
AR-053,"Grant County",75.0,79,0.8,74.2
AR-055,"Greene County",72.5,76,0.8,71.7
AR-057,"Hempstead County",75.6,77,0.7,74.9
AR-059,"Hot Spring County",75.0,79,1.0,74
AR-061,"Howard County",74.8,82,1.1,73.7
AR-063,"Independence County",72.1,75,0.7,71.4
AR-065,"Izard County",70.8,77,0.6,70.2
AR-067,"Jackson County",73.0,75,0.8,72.2
AR-069,"Jefferson County",75.0,77,0.7,74.3
AR-071,"Johnson County",72.7,84,1.3,71.4
AR-073,"Lafayette County",76.4,81,0.9,75.5
AR-075,"Lawrence County",71.5,68,0.0,71.5
AR-077,"Lee County",75.0,81,1.2,73.8
AR-079,"Lincoln County",74.5,59,-0.1,74.6
AR-081,"Little River County",76.4,91,1.6,74.8
AR-083,"Logan County",74.3,82,1.2,73.1
AR-085,"Lonoke County",75.4,91,1.5,73.9
AR-087,"Madison County",70.5,88,1.4,69.1
AR-089,"Marion County",70.9,80,1.0,69.9
AR-091,"Miller County",76.9,86,1.2,75.7
AR-093,"Mississippi County",72.7,62,0.1,72.6
AR-095,"Monroe County",75.2,83,1.2,74
AR-097,"Montgomery County",73.9,85,1.3,72.6
AR-099,"Nevada County",75.4,73,0.4,75
AR-101,"Newton County",69.7,74,0.7,69
AR-103,"Ouachita County",75.5,73,0.3,75.2
AR-105,"Perry County",74.5,83,1.2,73.3
AR-107,"Phillips County",75.0,76,0.8,74.2
AR-109,"Pike County",74.6,80,1.0,73.6
AR-111,"Poinsett County",73.4,75,0.7,72.7
AR-113,"Polk County",73.4,94,1.7,71.7
AR-115,"Pope County",72.6,78,0.9,71.7
AR-117,"Prairie County",75.3,88,1.4,73.9
AR-119,"Pulaski County",75.2,85,1.4,73.8
AR-121,"Randolph County",71.3,73,0.4,70.9
AR-123,"St. Francis County",74.7,79,1.0,73.7
AR-125,"Saline County",74.6,81,1.1,73.5
AR-127,"Scott County",74.1,90,1.8,72.3
AR-129,"Searcy County",69.7,63,0.1,69.6
AR-131,"Sebastian County",75.4,97,2.3,73.1
AR-133,"Sevier County",75.6,91,1.5,74.1
AR-135,"Sharp County",70.7,73,0.5,70.2
AR-137,"Stone County",70.9,78,0.6,70.3
AR-139,"Union County",75.6,74,0.5,75.1
AR-141,"Van Buren County",71.3,74,0.6,70.7
AR-143,"Washington County",72.0,97,2.0,70
AR-145,"White County",74.0,82,1.1,72.9
AR-147,"Woodruff County",74.3,78,1.0,73.3
AR-149,"Yell County",74.2,77,0.9,73.3
CA-001,"Alameda County",72.6,126,5.4,67.2
CA-003,"Alpine County",58.6,126,4.4,54.2
CA-005,"Amador County",73.5,127,5.2,68.3
CA-007,"Butte County",75.4,127,5.6,69.8
CA-009,"Calaveras County",73.9,126,4.9,69
CA-011,"Colusa County",75.7,126,4.4,71.3
CA-013,"Contra Costa County",73.8,126,5.3,68.5
CA-015,"Del Norte County",64.5,120,3.1,61.4
CA-017,"El Dorado County",69.3,127,4.8,64.5
CA-019,"Fresno County",71.5,128,6.1,65.4
CA-021,"Glenn County",74.6,124,3.9,70.7
CA-023,"Humboldt County",66.1,120,3.2,62.9
CA-025,"Imperial County",89.2,119,4.1,85.1
CA-027,"Inyo County",76.9,125,5.0,71.9
CA-029,"Kern County",77.5,128,5.5,72
CA-031,"Kings County",79.0,128,5.4,73.6
CA-033,"Lake County",70.8,118,3.3,67.5
CA-035,"Lassen County",62.8,125,5.1,57.7
CA-037,"Los Angeles County",76.7,128,6.8,69.9
CA-039,"Madera County",72.2,128,6.0,66.2
CA-041,"Marin County",65.9,126,4.3,61.6
CA-043,"Mariposa County",71.0,127,5.4,65.6
CA-045,"Mendocino County",67.9,121,3.1,64.8
CA-047,"Merced County",77.6,128,6.1,71.5
CA-049,"Modoc County",63.0,126,6.1,56.9
CA-051,"Mono County",59.3,127,5.0,54.3
CA-053,"Monterey County",71.5,126,5.5,66
CA-055,"Napa County",72.9,126,4.5,68.4
CA-057,"Nevada County",67.3,125,4.7,62.6
CA-059,"Orange County",77.9,127,7.5,70.4
CA-061,"Placer County",68.7,126,4.6,64.1
CA-063,"Plumas County",63.2,127,5.2,58
CA-065,"Riverside County",83.4,125,4.6,78.8
CA-067,"Sacramento County",77.2,128,5.7,71.5
CA-069,"San Benito County",73.3,126,5.6,67.7
CA-071,"San Bernardino County",82.4,126,4.9,77.5
CA-073,"San Diego County",76.1,123,4.8,71.3
CA-075,"San Francisco County",66.0,120,4.1,61.9
CA-077,"San Joaquin County",76.8,128,5.8,71
CA-079,"San Luis Obispo County",73.3,127,6.0,67.3
CA-081,"San Mateo County",67.8,126,5.5,62.3
CA-083,"Santa Barbara County",72.1,127,7.0,65.1
CA-085,"Santa Clara County",71.9,126,5.5,66.4
CA-087,"Santa Cruz County",68.7,125,5.5,63.2
CA-089,"Shasta County",70.7,124,4.8,65.9
CA-091,"Sierra County",62.6,126,5.1,57.5
CA-093,"Siskiyou County",64.2,123,4.8,59.4
CA-095,"Solano County",74.5,126,5.1,69.4
CA-097,"Sonoma County",68.4,123,3.9,64.5
CA-099,"Stanislaus County",76.7,128,5.8,70.9
CA-101,"Sutter County",77.6,128,5.3,72.3
CA-103,"Tehama County",73.7,122,4.0,69.7
CA-105,"Trinity County",67.3,119,3.9,63.4
CA-107,"Tulare County",69.4,125,5.1,64.3
CA-109,"Tuolumne County",65.2,126,4.5,60.7
CA-111,"Ventura County",71.8,126,6.3,65.5
CA-113,"Yolo County",75.9,126,4.5,71.4
CA-115,"Yuba County",75.9,127,5.5,70.4
CO-001,"Adams County",67.1,124,5.5,61.6
CO-003,"Alamosa County",60.2,128,5.4,54.8
CO-005,"Arapahoe County",66.5,124,5.3,61.2
CO-007,"Archuleta County",59.8,128,4.7,55.1
CO-009,"Baca County",69.9,113,3.4,66.5
CO-011,"Bent County",69.8,111,3.5,66.3
CO-013,"Boulder County",59.9,122,4.2,55.7
CO-014,"Broomfield County",66.6,123,4.8,61.8
CO-015,"Chaffee County",54.3,128,4.8,49.5
CO-017,"Cheyenne County",68.5,119,4.4,64.1
CO-019,"Clear Creek County",52.6,124,4.6,48
CO-021,"Conejos County",56.1,127,4.4,51.7
CO-023,"Costilla County",57.8,127,4.7,53.1
CO-025,"Crowley County",68.6,119,4.4,64.2
CO-027,"Custer County",57.2,127,4.9,52.3
CO-029,"Delta County",63.8,128,6.1,57.7
CO-031,"Denver County",67.3,124,5.2,62.1
CO-033,"Dolores County",59.3,128,5.6,53.7
CO-035,"Douglas County",62.8,123,4.4,58.4
CO-037,"Eagle County",56.0,127,4.9,51.1
CO-039,"Elbert County",64.9,125,5.4,59.5
CO-041,"El Paso County",64.0,125,4.8,59.2
CO-043,"Fremont County",61.3,124,4.5,56.8
CO-045,"Garfield County",60.8,128,6.2,54.6
CO-047,"Gilpin County",54.5,122,4.3,50.2
CO-049,"Grand County",53.9,127,4.9,49
CO-051,"Gunnison County",55.4,128,5.5,49.9
CO-053,"Hinsdale County",51.6,128,5.7,45.9
CO-055,"Huerfano County",62.8,125,5.0,57.8
CO-057,"Jackson County",53.6,127,5.8,47.8
CO-059,"Jefferson County",61.6,123,4.3,57.3
CO-061,"Kiowa County",68.6,107,3.3,65.3
CO-063,"Kit Carson County",68.6,123,5.0,63.6
CO-065,"Lake County",50.4,128,4.4,46
CO-067,"La Plata County",61.2,128,5.6,55.6
CO-069,"Larimer County",57.8,124,5.0,52.8
CO-071,"Las Animas County",66.9,121,4.3,62.6
CO-073,"Lincoln County",67.0,124,4.9,62.1
CO-075,"Logan County",67.8,125,5.5,62.3
CO-077,"Mesa County",64.9,128,6.4,58.5
CO-079,"Mineral County",51.9,128,4.7,47.2
CO-081,"Moffat County",62.3,127,6.6,55.7
CO-083,"Montezuma County",65.9,128,6.0,59.9
CO-085,"Montrose County",64.8,128,6.3,58.5
CO-087,"Morgan County",67.4,124,6.0,61.4
CO-089,"Otero County",69.7,118,4.1,65.6
CO-091,"Ouray County",58.3,128,6.5,51.8
CO-093,"Park County",53.8,126,4.2,49.6
CO-095,"Phillips County",68.1,122,5.3,62.8
CO-097,"Pitkin County",54.2,127,5.2,49
CO-099,"Prowers County",69.3,97,2.4,66.9
CO-101,"Pueblo County",68.6,124,4.7,63.9
CO-103,"Rio Blanco County",62.1,127,6.5,55.6
CO-105,"Rio Grande County",56.9,128,5.9,51
CO-107,"Routt County",57.2,128,6.0,51.2
CO-109,"Saguache County",56.3,128,5.3,51
CO-111,"San Juan County",50.0,128,6.0,44
CO-113,"San Miguel County",61.1,128,5.7,55.4
CO-115,"Sedgwick County",68.1,123,5.4,62.7
CO-117,"Summit County",51.7,128,4.7,47
CO-119,"Teller County",55.3,121,3.9,51.4
CO-121,"Washington County",67.4,123,5.1,62.3
CO-123,"Weld County",66.1,126,5.7,60.4
CO-125,"Yuma County",68.5,122,5.0,63.5
CT-001,"Fairfield County",65.8,111,3.0,62.8
CT-003,"Hartford County",63.8,98,2.0,61.8
CT-005,"Litchfield County",61.5,96,1.9,59.6
CT-007,"Middlesex County",64.4,102,2.1,62.3
CT-009,"New Haven County",64.6,102,2.2,62.4
CT-011,"New London County",64.0,100,1.9,62.1
CT-013,"Tolland County",62.3,95,1.6,60.7
CT-015,"Windham County",62.2,94,1.4,60.8
DE-001,"Kent County",69.1,96,1.9,67.2
DE-003,"New Castle County",68.9,98,2.1,66.8
DE-005,"Sussex County",69.2,87,1.4,67.8
FL-001,"Alachua County",78.5,68,0.2,78.3
FL-003,"Baker County",77.5,70,0.2,77.3
FL-005,"Bay County",78.4,69,0.4,78
FL-007,"Bradford County",78.1,72,0.3,77.8
FL-009,"Brevard County",80.7,93,0.9,79.8
FL-011,"Broward County",82.4,113,1.6,80.8
FL-013,"Calhoun County",77.5,66,0.1,77.4
FL-015,"Charlotte County",80.7,57,0.1,80.6
FL-017,"Citrus County",80.6,118,1.6,79
FL-019,"Clay County",79.1,99,1.2,77.9
FL-021,"Collier County",82.4,104,1.1,81.3
FL-023,"Columbia County",77.6,56,0.0,77.6
FL-027,"DeSoto County",80.4,82,0.4,80
FL-029,"Dixie County",79.0,82,0.7,78.3
FL-031,"Duval County",78.9,93,1.1,77.8
FL-033,"Escambia County",78.1,81,0.5,77.6
FL-035,"Flagler County",80.6,123,2.1,78.5
FL-037,"Franklin County",78.5,66,0.3,78.2
FL-039,"Gadsden County",77.2,62,-0.1,77.3
FL-041,"Gilchrist County",78.6,78,0.5,78.1
FL-043,"Glades County",80.6,81,0.4,80.2
FL-045,"Gulf County",78.1,68,0.5,77.6
FL-047,"Hamilton County",77.4,68,0.1,77.3
FL-049,"Hardee County",80.7,99,1.0,79.7
FL-051,"Hendry County",81.3,92,0.7,80.6
FL-053,"Hernando County",80.6,117,1.6,79
FL-055,"Highlands County",80.6,92,0.8,79.8
FL-057,"Hillsborough County",80.6,91,0.8,79.8
FL-059,"Holmes County",76.8,55,-0.5,77.3
FL-061,"Indian River County",80.1,84,0.6,79.5
FL-063,"Jackson County",77.0,49,-0.7,77.7
FL-065,"Jefferson County",77.8,72,0.3,77.5
FL-067,"Lafayette County",78.4,81,0.6,77.8
FL-069,"Lake County",80.8,118,1.6,79.2
FL-071,"Lee County",81.5,80,0.5,81
FL-073,"Leon County",77.7,66,0.1,77.6
FL-075,"Levy County",79.5,90,1.0,78.5
FL-077,"Liberty County",77.8,69,0.3,77.5
FL-079,"Madison County",77.7,79,0.5,77.2
FL-081,"Manatee County",80.3,72,0.4,79.9
FL-083,"Marion County",79.8,100,1.2,78.6
FL-085,"Martin County",81.3,113,1.3,80
FL-086,"Miami-Dade County",83.1,123,2.2,80.9
FL-087,"Monroe County",83.4,119,1.8,81.6
FL-089,"Nassau County",78.0,75,0.6,77.4
FL-091,"Okaloosa County",78.2,83,0.7,77.5
FL-093,"Okeechobee County",80.4,90,0.7,79.7
FL-095,"Orange County",81.5,121,1.6,79.9
FL-097,"Osceola County",81.3,113,1.4,79.9
FL-099,"Palm Beach County",81.6,110,1.2,80.4
FL-101,"Pasco County",80.2,98,0.9,79.3
FL-103,"Pinellas County",80.8,69,0.2,80.6
FL-105,"Polk County",81.0,103,1.2,79.8
FL-107,"Putnam County",80.1,114,1.6,78.5
FL-109,"St. Johns County",80.4,123,2.1,78.3
FL-111,"St. Lucie County",80.6,98,0.8,79.8
FL-113,"Santa Rosa County",78.2,81,0.6,77.6
FL-115,"Sarasota County",80.2,45,-0.2,80.4
FL-117,"Seminole County",81.2,112,1.4,79.8
FL-119,"Sumter County",80.5,115,1.6,78.9
FL-121,"Suwannee County",78.0,79,0.3,77.7
FL-123,"Taylor County",78.8,82,0.7,78.1
FL-125,"Union County",77.8,59,0.1,77.7
FL-127,"Volusia County",80.6,113,1.4,79.2
FL-129,"Wakulla County",78.5,68,0.4,78.1
FL-131,"Walton County",77.7,74,0.4,77.3
FL-133,"Washington County",77.2,56,-0.3,77.5
GA-001,"Appling County",76.5,62,0.1,76.4
GA-003,"Atkinson County",76.8,71,0.2,76.6
GA-005,"Bacon County",76.8,69,0.3,76.5
GA-007,"Baker County",75.8,36,-1.3,77.1
GA-009,"Baldwin County",73.7,49,-1.1,74.8
GA-011,"Banks County",71.5,61,-0.6,72.1
GA-013,"Barrow County",71.6,58,-0.6,72.2
GA-015,"Bartow County",70.9,38,-1.5,72.4
GA-017,"Ben Hill County",75.8,69,-0.1,75.9
GA-019,"Berrien County",76.3,69,-0.1,76.4
GA-021,"Bibb County",73.7,49,-1.1,74.8
GA-023,"Bleckley County",74.5,47,-1.1,75.6
GA-025,"Brantley County",76.7,67,0.3,76.4
GA-027,"Brooks County",76.1,52,-0.6,76.7
GA-029,"Bryan County",76.6,68,0.1,76.5
GA-031,"Bulloch County",76.0,74,0.4,75.6
GA-033,"Burke County",74.4,59,0.0,74.4
GA-035,"Butts County",73.3,71,-0.1,73.4
GA-037,"Calhoun County",75.6,42,-1.0,76.6
GA-039,"Camden County",77.6,71,0.4,77.2
GA-043,"Candler County",75.8,72,0.2,75.6
GA-045,"Carroll County",71.0,59,-0.4,71.4
GA-047,"Catoosa County",70.9,50,-0.9,71.8
GA-049,"Charlton County",77.3,71,0.4,76.9
GA-051,"Chatham County",76.8,64,0.1,76.7
GA-053,"Chattahoochee County",74.2,45,-1.2,75.4
GA-055,"Chattooga County",70.5,38,-1.8,72.3
GA-057,"Cherokee County",70.2,44,-1.4,71.6
GA-059,"Clarke County",72.0,58,-0.6,72.6
GA-061,"Clay County",75.6,52,-0.7,76.3
GA-063,"Clayton County",73.2,79,0.4,72.8
GA-065,"Clinch County",77.1,72,0.2,76.9
GA-067,"Cobb County",71.5,58,-0.6,72.1
GA-069,"Coffee County",76.5,71,0.2,76.3
GA-071,"Colquitt County",75.4,49,-0.8,76.2
GA-073,"Columbia County",73.8,54,-0.4,74.2
GA-075,"Cook County",76.0,60,-0.4,76.4
GA-077,"Coweta County",72.6,73,0.1,72.5
GA-079,"Crawford County",73.5,52,-1.0,74.5
GA-081,"Crisp County",75.3,70,-0.2,75.5
GA-083,"Dade County",69.1,36,-1.8,70.9
GA-085,"Dawson County",68.6,43,-1.4,70
GA-087,"Decatur County",76.5,45,-0.9,77.4
GA-089,"DeKalb County",72.4,73,0.1,72.3
GA-091,"Dodge County",74.6,40,-1.3,75.9
GA-093,"Dooly County",74.9,56,-0.5,75.4
GA-095,"Dougherty County",76.0,51,-0.8,76.8
GA-097,"Douglas County",71.6,62,-0.2,71.8
GA-099,"Early County",76.0,43,-0.9,76.9
GA-101,"Echols County",77.0,66,0.0,77
GA-103,"Effingham County",76.1,76,0.4,75.7
GA-105,"Elbert County",72.4,59,-0.4,72.8
GA-107,"Emanuel County",75.0,61,-0.3,75.3
GA-109,"Evans County",76.3,71,0.2,76.1
GA-111,"Fannin County",65.7,28,-2.1,67.8
GA-113,"Fayette County",73.2,78,0.3,72.9
GA-115,"Floyd County",71.0,37,-1.7,72.7
GA-117,"Forsyth County",70.1,52,-1.0,71.1
GA-119,"Franklin County",71.6,61,-0.6,72.2
GA-121,"Fulton County",72.1,71,0.0,72.1
GA-123,"Gilmer County",66.9,31,-1.9,68.8
GA-125,"Glascock County",73.3,52,-0.7,74
GA-127,"Glynn County",77.1,54,-0.2,77.3
GA-129,"Gordon County",71.0,42,-1.5,72.5
GA-131,"Grady County",76.1,44,-0.9,77
GA-133,"Greene County",72.7,57,-0.7,73.4
GA-135,"Gwinnett County",71.4,66,-0.4,71.8
GA-137,"Habersham County",69.0,56,-0.7,69.7
GA-139,"Hall County",70.5,58,-0.7,71.2
GA-141,"Hancock County",73.2,53,-0.9,74.1
GA-143,"Haralson County",70.0,47,-1.0,71
GA-145,"Harris County",73.0,50,-0.9,73.9
GA-147,"Hart County",71.7,56,-0.5,72.2
GA-149,"Heard County",72.2,61,-0.3,72.5
GA-151,"Henry County",73.2,74,0.1,73.1
GA-153,"Houston County",74.4,49,-0.9,75.3
GA-155,"Irwin County",76.0,69,0.0,76
GA-157,"Jackson County",71.7,60,-0.6,72.3
GA-159,"Jasper County",73.0,58,-0.4,73.4
GA-161,"Jeff Davis County",76.2,64,0.0,76.2
GA-163,"Jefferson County",73.7,50,-0.6,74.3
GA-165,"Jenkins County",75.0,71,0.3,74.7
GA-167,"Johnson County",74.2,50,-0.9,75.1
GA-169,"Jones County",73.3,49,-1.0,74.3
GA-171,"Lamar County",73.0,63,-0.4,73.4
GA-173,"Lanier County",76.6,70,0.0,76.6
GA-175,"Laurens County",74.5,49,-1.2,75.7
GA-177,"Lee County",75.8,59,-0.4,76.2
GA-179,"Liberty County",76.7,59,-0.1,76.8
GA-181,"Lincoln County",73.2,56,-0.6,73.8
GA-183,"Long County",76.6,57,-0.1,76.7
GA-185,"Lowndes County",76.4,59,-0.3,76.7
GA-187,"Lumpkin County",67.8,44,-1.1,68.9
GA-189,"McDuffie County",73.2,54,-0.5,73.7
GA-191,"McIntosh County",77.0,55,-0.3,77.3
GA-193,"Macon County",74.4,53,-0.8,75.2
GA-195,"Madison County",72.0,68,-0.2,72.2
GA-197,"Marion County",73.6,45,-1.2,74.8
GA-199,"Meriwether County",72.7,62,-0.4,73.1
GA-201,"Miller County",76.1,43,-1.1,77.2
GA-205,"Mitchell County",75.6,38,-1.3,76.9
GA-207,"Monroe County",73.1,56,-0.8,73.9
GA-209,"Montgomery County",75.6,58,-0.4,76
GA-211,"Morgan County",72.6,57,-0.5,73.1
GA-213,"Murray County",69.9,39,-1.6,71.5
GA-215,"Muscogee County",74.0,45,-1.2,75.2
GA-217,"Newton County",72.8,71,-0.1,72.9
GA-219,"Oconee County",72.1,56,-0.7,72.8
GA-221,"Oglethorpe County",72.4,60,-0.4,72.8
GA-223,"Paulding County",70.8,47,-0.9,71.7
GA-225,"Peach County",73.9,49,-0.9,74.8
GA-227,"Pickens County",68.6,32,-1.8,70.4
GA-229,"Pierce County",77.0,72,0.4,76.6
GA-231,"Pike County",73.1,70,-0.2,73.3
GA-233,"Polk County",70.8,42,-1.2,72
GA-235,"Pulaski County",75.0,50,-0.9,75.9
GA-237,"Putnam County",73.1,54,-0.8,73.9
GA-239,"Quitman County",75.1,52,-0.8,75.9
GA-241,"Rabun County",66.1,46,-1.1,67.2
GA-243,"Randolph County",75.0,50,-0.8,75.8
GA-245,"Richmond County",74.4,54,-0.2,74.6
GA-247,"Rockdale County",72.8,72,0.1,72.7
GA-249,"Schley County",74.1,49,-0.9,75
GA-251,"Screven County",75.2,71,0.3,74.9
GA-253,"Seminole County",76.8,48,-0.8,77.6
GA-255,"Spalding County",73.3,72,-0.1,73.4
GA-257,"Stephens County",70.7,50,-1.1,71.8
GA-259,"Stewart County",74.4,45,-1.0,75.4
GA-261,"Sumter County",75.0,55,-0.6,75.6
GA-263,"Talbot County",73.0,50,-1.0,74
GA-265,"Taliaferro County",72.8,55,-0.6,73.4
GA-267,"Tattnall County",76.3,68,0.0,76.3
GA-269,"Taylor County",73.5,49,-1.1,74.6
GA-271,"Telfair County",75.7,58,-0.5,76.2
GA-273,"Terrell County",75.3,51,-0.8,76.1
GA-275,"Thomas County",75.9,46,-0.9,76.8
GA-277,"Tift County",75.9,69,-0.1,76
GA-279,"Toombs County",76.0,64,-0.2,76.2
GA-281,"Towns County",65.2,42,-1.2,66.4
GA-283,"Treutlen County",75.0,54,-0.7,75.7
GA-285,"Troup County",72.8,61,-0.4,73.2
GA-287,"Turner County",75.4,70,-0.2,75.6
GA-289,"Twiggs County",74.1,47,-1.1,75.2
GA-291,"Union County",65.3,31,-1.5,66.8
GA-293,"Upson County",73.1,56,-0.7,73.8
GA-295,"Walker County",70.2,45,-1.3,71.5
GA-297,"Walton County",72.0,61,-0.4,72.4
GA-299,"Ware County",77.2,72,0.5,76.7
GA-301,"Warren County",73.0,55,-0.6,73.6
GA-303,"Washington County",73.8,49,-0.9,74.7
GA-305,"Wayne County",76.6,66,0.1,76.5
GA-307,"Webster County",74.4,46,-0.9,75.3
GA-309,"Wheeler County",75.6,54,-0.6,76.2
GA-311,"White County",68.2,60,-0.7,68.9
GA-313,"Whitfield County",70.9,48,-1.0,71.9
GA-315,"Wilcox County",75.2,56,-0.6,75.8
GA-317,"Wilkes County",72.8,58,-0.5,73.3
GA-319,"Wilkinson County",74.2,47,-1.0,75.2
GA-321,"Worth County",75.6,61,-0.4,76
ID-001,"Ada County",68.7,127,5.9,62.8
ID-003,"Adams County",61.0,126,5.7,55.3
ID-005,"Bannock County",64.1,128,7.3,56.8
ID-007,"Bear Lake County",58.7,127,6.7,52
ID-009,"Benewah County",61.6,124,6.2,55.4
ID-011,"Bingham County",63.6,128,7.3,56.3
ID-013,"Blaine County",60.3,127,6.3,54
ID-015,"Boise County",61.2,127,5.9,55.3
