November 2022 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 128 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
AR-097,"Montgomery County",49.6,62,0.1,49.5
AR-099,"Nevada County",51.3,52,-1.0,52.3
AR-101,"Newton County",46.1,60,0.0,46.1
AR-103,"Ouachita County",51.2,44,-1.4,52.6
AR-105,"Perry County",50.0,67,0.0,50
AR-107,"Phillips County",51.5,71,0.0,51.5
AR-109,"Pike County",50.4,61,-0.3,50.7
AR-111,"Poinsett County",49.4,71,0.2,49.2
AR-113,"Polk County",49.5,67,0.6,48.9
AR-115,"Pope County",48.6,66,0.2,48.4
AR-117,"Prairie County",50.5,63,-0.3,50.8
AR-119,"Pulaski County",50.1,62,-0.6,50.7
AR-121,"Randolph County",48.0,78,1.0,47
AR-123,"St. Francis County",50.7,68,0.1,50.6
AR-125,"Saline County",50.2,63,-0.4,50.6
AR-127,"Scott County",49.3,64,0.2,49.1
AR-129,"Searcy County",46.1,55,-0.4,46.5
AR-131,"Sebastian County",49.8,64,0.1,49.7
AR-133,"Sevier County",51.6,67,0.3,51.3
AR-135,"Sharp County",47.3,74,0.7,46.6
AR-137,"Stone County",47.0,61,-0.2,47.2
AR-139,"Union County",52.5,62,-0.5,53
AR-141,"Van Buren County",47.5,63,-0.1,47.6
AR-143,"Washington County",46.8,59,-0.2,47
AR-145,"White County",49.9,73,0.2,49.7
AR-147,"Woodruff County",50.0,69,0.1,49.9
AR-149,"Yell County",49.4,61,-0.4,49.8
CA-001,"Alameda County",51.1,19,-2.0,53.1
CA-003,"Alpine County",32.4,6,-4.3,36.7
CA-005,"Amador County",46.7,13,-3.5,50.2
CA-007,"Butte County",48.6,24,-2.0,50.6
CA-009,"Calaveras County",46.8,11,-3.5,50.3
CA-011,"Colusa County",49.7,20,-2.1,51.8
CA-013,"Contra Costa County",51.6,24,-1.7,53.3
CA-015,"Del Norte County",42.6,20,-1.8,44.4
CA-017,"El Dorado County",42.4,12,-4.0,46.4
CA-019,"Fresno County",44.0,15,-2.7,46.7
CA-021,"Glenn County",48.8,26,-1.8,50.6
CA-023,"Humboldt County",44.6,13,-2.4,47
CA-025,"Imperial County",60.2,25,-2.0,62.2
CA-027,"Inyo County",46.1,18,-3.0,49.1
CA-029,"Kern County",48.8,11,-3.0,51.8
CA-031,"Kings County",50.4,11,-2.8,53.2
CA-033,"Lake County",46.6,14,-2.3,48.9
CA-035,"Lassen County",31.6,3,-5.5,37.1
CA-037,"Los Angeles County",52.8,33,-1.7,54.5
CA-039,"Madera County",44.2,11,-3.0,47.2
CA-041,"Marin County",50.9,19,-2.1,53
CA-043,"Mariposa County",43.4,10,-3.5,46.9
CA-045,"Mendocino County",46.2,6,-2.9,49.1
CA-047,"Merced County",50.9,26,-2.0,52.9
CA-049,"Modoc County",31.5,4,-5.1,36.6
CA-051,"Mono County",31.5,5,-4.0,35.5
CA-053,"Monterey County",49.9,13,-2.7,52.6
CA-055,"Napa County",49.8,17,-2.2,52
CA-057,"Nevada County",40.2,5,-4.5,44.7
CA-059,"Orange County",59.5,51,-0.5,60
CA-061,"Placer County",41.9,7,-4.1,46
CA-063,"Plumas County",34.0,3,-5.0,39
CA-065,"Riverside County",56.0,25,-2.2,58.2
CA-067,"Sacramento County",51.1,13,-2.6,53.7
CA-069,"San Benito County",48.7,18,-2.6,51.3
CA-071,"San Bernardino County",51.6,16,-3.2,54.8
CA-073,"San Diego County",54.0,22,-2.2,56.2
CA-075,"San Francisco County",52.4,16,-1.7,54.1
CA-077,"San Joaquin County",51.4,19,-1.9,53.3
CA-079,"San Luis Obispo County",50.1,15,-2.7,52.8
CA-081,"San Mateo County",51.2,16,-2.0,53.2
CA-083,"Santa Barbara County",51.3,22,-2.1,53.4
CA-085,"Santa Clara County",49.6,15,-2.3,51.9
CA-087,"Santa Cruz County",50.4,14,-2.4,52.8
CA-089,"Shasta County",42.4,9,-3.5,45.9
CA-091,"Sierra County",34.5,4,-4.7,39.2
CA-093,"Siskiyou County",36.3,9,-3.1,39.4
CA-095,"Solano County",51.2,15,-2.2,53.4
CA-097,"Sonoma County",49.6,10,-2.5,52.1
CA-099,"Stanislaus County",50.4,16,-2.2,52.6
CA-101,"Sutter County",50.8,9,-2.7,53.5
CA-103,"Tehama County",46.7,13,-2.8,49.5
CA-105,"Trinity County",40.9,14,-2.4,43.3
CA-107,"Tulare County",42.4,11,-3.1,45.5
CA-109,"Tuolumne County",38.8,7,-4.0,42.8
CA-111,"Ventura County",50.2,29,-2.0,52.2
CA-113,"Yolo County",50.5,14,-2.6,53.1
CA-115,"Yuba County",48.9,10,-3.1,52
CO-001,"Adams County",34.4,34,-2.1,36.5
CO-003,"Alamosa County",29.1,30,-1.7,30.8
CO-005,"Arapahoe County",33.9,28,-2.7,36.6
CO-007,"Archuleta County",30.5,23,-2.6,33.1
CO-009,"Baca County",38.7,27,-2.5,41.2
CO-011,"Bent County",38.8,40,-1.1,39.9
CO-013,"Boulder County",30.9,27,-3.0,33.9
CO-014,"Broomfield County",35.7,29,-2.8,38.5
CO-015,"Chaffee County",25.4,28,-2.3,27.7
CO-017,"Cheyenne County",37.4,45,-0.5,37.9
CO-019,"Clear Creek County",24.8,32,-2.3,27.1
CO-021,"Conejos County",27.2,29,-2.1,29.3
CO-023,"Costilla County",29.3,33,-1.6,30.9
CO-025,"Crowley County",37.0,41,-1.3,38.3
CO-027,"Custer County",28.7,26,-2.2,30.9
CO-029,"Delta County",31.5,26,-2.2,33.7
CO-031,"Denver County",35.6,28,-2.7,38.3
CO-033,"Dolores County",29.5,22,-2.6,32.1
CO-035,"Douglas County",33.3,29,-2.9,36.2
CO-037,"Eagle County",25.0,26,-2.8,27.8
CO-039,"Elbert County",32.9,32,-2.6,35.5
CO-041,"El Paso County",34.0,30,-2.4,36.4
CO-043,"Fremont County",32.4,24,-2.5,34.9
CO-045,"Garfield County",28.6,26,-2.4,31
CO-047,"Gilpin County",26.7,28,-2.8,29.5
CO-049,"Grand County",23.1,24,-2.9,26
CO-051,"Gunnison County",25.1,32,-2.0,27.1
CO-053,"Hinsdale County",23.4,27,-2.1,25.5
CO-055,"Huerfano County",33.5,28,-2.3,35.8
CO-057,"Jackson County",22.2,24,-3.0,25.2
CO-059,"Jefferson County",32.9,25,-3.0,35.9
CO-061,"Kiowa County",37.7,39,-1.1,38.8
CO-063,"Kit Carson County",37.1,48,-0.6,37.7
CO-065,"Lake County",21.8,28,-2.3,24.1
CO-067,"La Plata County",31.6,24,-2.4,34
CO-069,"Larimer County",27.8,26,-3.1,30.9
CO-071,"Las Animas County",37.2,29,-2.2,39.4
CO-073,"Lincoln County",35.2,37,-1.8,37
CO-075,"Logan County",33.9,27,-2.7,36.6
CO-077,"Mesa County",32.4,35,-1.5,33.9
CO-079,"Mineral County",23.6,26,-2.6,26.2
CO-081,"Moffat County",27.8,27,-2.8,30.6
CO-083,"Montezuma County",33.9,20,-2.7,36.6
CO-085,"Montrose County",32.5,29,-1.8,34.3
CO-087,"Morgan County",34.6,44,-0.7,35.3
CO-089,"Otero County",38.6,38,-1.4,40
CO-091,"Ouray County",27.8,28,-2.0,29.8
CO-093,"Park County",26.0,31,-2.3,28.3
CO-095,"Phillips County",34.8,41,-1.5,36.3
CO-097,"Pitkin County",24.2,28,-2.6,26.8
CO-099,"Prowers County",38.6,32,-1.8,40.4
CO-101,"Pueblo County",37.7,32,-2.1,39.8
CO-103,"Rio Blanco County",28.1,23,-3.1,31.2
CO-105,"Rio Grande County",26.5,29,-2.0,28.5
CO-107,"Routt County",25.2,28,-2.4,27.6
CO-109,"Saguache County",25.9,27,-2.4,28.3
CO-111,"San Juan County",23.0,29,-2.1,25.1
CO-113,"San Miguel County",30.4,24,-2.4,32.8
CO-115,"Sedgwick County",34.3,34,-2.2,36.5
CO-117,"Summit County",21.9,23,-2.6,24.5
CO-119,"Teller County",27.8,25,-2.6,30.4
CO-121,"Washington County",34.6,36,-1.8,36.4
CO-123,"Weld County",32.9,30,-2.5,35.4
CO-125,"Yuma County",36.4,48,-0.7,37.1
CT-001,"Fairfield County",45.9,116,4.6,41.3
CT-003,"Hartford County",45.4,122,5.2,40.2
CT-005,"Litchfield County",42.8,118,4.8,38
CT-007,"Middlesex County",45.9,117,4.6,41.3
CT-009,"New Haven County",45.3,115,4.2,41.1
CT-011,"New London County",46.3,120,4.9,41.4
CT-013,"Tolland County",44.9,121,5.3,39.6
CT-015,"Windham County",45.2,120,5.3,39.9
DE-001,"Kent County",49.1,110,3.7,45.4
DE-003,"New Castle County",48.8,114,4.4,44.4
DE-005,"Sussex County",50.6,111,4.1,46.5
FL-001,"Alachua County",66.7,119,4.9,61.8
FL-003,"Baker County",64.3,118,4.4,59.9
FL-005,"Bay County",63.2,112,3.9,59.3
FL-007,"Bradford County",66.1,120,4.8,61.3
FL-009,"Brevard County",73.0,124,5.6,67.4
FL-011,"Broward County",77.0,126,6.1,70.9
FL-013,"Calhoun County",62.4,112,3.9,58.5
FL-015,"Charlotte County",73.2,122,4.9,68.3
FL-017,"Citrus County",70.2,122,6.5,63.7
FL-019,"Clay County",67.4,121,5.6,61.8
FL-021,"Collier County",76.7,126,6.3,70.4
FL-023,"Columbia County",63.8,113,3.8,60
FL-027,"DeSoto County",72.5,124,5.2,67.3
FL-029,"Dixie County",66.8,120,5.7,61.1
FL-031,"Duval County",66.9,121,5.6,61.3
FL-033,"Escambia County",61.5,106,3.0,58.5
FL-035,"Flagler County",70.6,124,6.8,63.8
FL-037,"Franklin County",64.2,113,4.0,60.2
FL-039,"Gadsden County",62.9,116,4.4,58.5
FL-041,"Gilchrist County",66.1,120,5.2,60.9
FL-043,"Glades County",74.0,125,5.7,68.3
FL-045,"Gulf County",63.7,114,4.1,59.6
FL-047,"Hamilton County",62.8,111,3.8,59
FL-049,"Hardee County",72.3,124,5.6,66.7
FL-051,"Hendry County",75.2,126,6.0,69.2
FL-053,"Hernando County",70.5,122,6.2,64.3
FL-055,"Highlands County",73.2,124,5.9,67.3
FL-057,"Hillsborough County",71.5,121,5.4,66.1
FL-059,"Holmes County",60.6,105,3.1,57.5
FL-061,"Indian River County",73.8,124,6.0,67.8
FL-063,"Jackson County",61.4,104,3.3,58.1
FL-065,"Jefferson County",64.0,120,5.0,59
FL-067,"Lafayette County",65.4,120,5.3,60.1
FL-069,"Lake County",71.4,125,6.8,64.6
FL-071,"Lee County",74.8,126,5.5,69.3
FL-073,"Leon County",63.7,118,4.8,58.9
FL-075,"Levy County",67.8,120,5.7,62.1
FL-077,"Liberty County",63.2,115,4.3,58.9
FL-079,"Madison County",63.9,119,5.1,58.8
FL-081,"Manatee County",71.9,121,5.0,66.9
FL-083,"Marion County",69.6,122,6.5,63.1
FL-085,"Martin County",75.7,125,6.2,69.5
FL-086,"Miami-Dade County",78.0,127,6.6,71.4
FL-087,"Monroe County",78.5,126,6.5,72
FL-089,"Nassau County",65.3,120,5.2,60.1
FL-091,"Okaloosa County",62.2,114,4.2,58
FL-093,"Okeechobee County",73.9,124,6.0,67.9
FL-095,"Orange County",72.3,124,6.2,66.1
FL-097,"Osceola County",72.8,125,5.9,66.9
FL-099,"Palm Beach County",76.3,125,6.3,70
FL-101,"Pasco County",70.2,121,5.3,64.9
FL-103,"Pinellas County",71.4,119,4.5,66.9
FL-105,"Polk County",72.1,123,5.8,66.3
FL-107,"Putnam County",69.1,122,6.3,62.8
FL-109,"St. Johns County",69.1,122,6.2,62.9
FL-111,"St. Lucie County",74.9,124,6.0,68.9
FL-113,"Santa Rosa County",62.0,109,3.7,58.3
FL-115,"Sarasota County",72.0,118,4.4,67.6
FL-117,"Seminole County",72.2,124,6.4,65.8
FL-119,"Sumter County",70.6,123,6.5,64.1
FL-121,"Suwannee County",64.3,117,4.5,59.8
FL-123,"Taylor County",65.8,121,5.8,60
FL-125,"Union County",65.0,117,4.3,60.7
FL-127,"Volusia County",71.7,125,6.8,64.9
FL-129,"Wakulla County",64.4,119,4.9,59.5
FL-131,"Walton County",61.9,111,4.0,57.9
FL-133,"Washington County",61.6,105,3.4,58.2
GA-001,"Appling County",60.9,114,3.7,57.2
GA-003,"Atkinson County",60.8,109,3.4,57.4
GA-005,"Bacon County",61.4,116,4.1,57.3
GA-007,"Baker County",60.5,107,3.4,57.1
GA-009,"Baldwin County",57.3,106,3.7,53.6
GA-011,"Banks County",53.8,106,3.2,50.6
GA-013,"Barrow County",54.2,105,3.3,50.9
GA-015,"Bartow County",52.9,104,2.9,50
GA-017,"Ben Hill County",59.6,106,3.4,56.2
GA-019,"Berrien County",59.7,101,2.5,57.2
GA-021,"Bibb County",57.6,108,3.7,53.9
GA-023,"Bleckley County",58.6,106,3.6,55
GA-025,"Brantley County",62.0,115,3.8,58.2
GA-027,"Brooks County",60.8,104,3.0,57.8
GA-029,"Bryan County",60.8,110,3.2,57.6
GA-031,"Bulloch County",59.6,113,3.5,56.1
GA-033,"Burke County",58.4,115,4.2,54.2
GA-035,"Butts County",56.3,111,4.0,52.3
GA-037,"Calhoun County",59.5,103,2.9,56.6
GA-039,"Camden County",64.1,117,4.4,59.7
GA-043,"Candler County",59.4,109,3.4,56
GA-045,"Carroll County",53.5,108,3.3,50.2
GA-047,"Catoosa County",51.8,106,2.9,48.9
GA-049,"Charlton County",63.7,117,4.6,59.1
GA-051,"Chatham County",61.2,110,3.3,57.9
GA-053,"Chattahoochee County",56.2,86,1.4,54.8
GA-055,"Chattooga County",52.3,103,2.7,49.6
GA-057,"Cherokee County",53.0,106,3.4,49.6
GA-059,"Clarke County",54.5,105,3.2,51.3
GA-061,"Clay County",58.4,90,1.9,56.5
GA-063,"Clayton County",55.6,112,4.1,51.5
GA-065,"Clinch County",61.9,112,3.6,58.3
GA-067,"Cobb County",54.0,108,3.7,50.3
GA-069,"Coffee County",60.5,112,3.6,56.9
GA-071,"Colquitt County",59.4,98,2.3,57.1
GA-073,"Columbia County",57.1,110,3.7,53.4
GA-075,"Cook County",59.5,97,2.3,57.2
GA-077,"Coweta County",55.1,109,3.7,51.4
GA-079,"Crawford County",57.4,107,3.5,53.9
GA-081,"Crisp County",59.4,112,4.0,55.4
GA-083,"Dade County",51.1,98,2.4,48.7
GA-085,"Dawson County",52.0,107,3.3,48.7
GA-087,"Decatur County",61.7,108,3.6,58.1
GA-089,"DeKalb County",54.9,111,4.0,50.9
GA-091,"Dodge County",58.9,106,3.3,55.6
GA-093,"Dooly County",59.0,111,4.0,55
GA-095,"Dougherty County",60.0,103,3.3,56.7
GA-097,"Douglas County",54.1,110,3.7,50.4
GA-099,"Early County",60.2,105,3.1,57.1
GA-101,"Echols County",61.8,108,3.3,58.5
GA-103,"Effingham County",59.9,112,3.5,56.4
GA-105,"Elbert County",54.6,110,3.6,51
GA-107,"Emanuel County",58.8,109,3.5,55.3
GA-109,"Evans County",60.1,107,3.2,56.9
GA-111,"Fannin County",49.0,97,2.3,46.7
GA-113,"Fayette County",55.8,113,4.1,51.7
GA-115,"Floyd County",52.8,101,2.7,50.1
GA-117,"Forsyth County",53.1,108,3.5,49.6
GA-119,"Franklin County",53.8,105,3.1,50.7
GA-121,"Fulton County",54.5,110,3.9,50.6
GA-123,"Gilmer County",50.5,103,2.9,47.6
GA-125,"Glascock County",56.8,109,3.5,53.3
GA-127,"Glynn County",62.9,113,3.5,59.4
GA-129,"Gordon County",52.7,106,3.1,49.6
GA-131,"Grady County",61.7,109,3.7,58
GA-133,"Greene County",55.5,106,3.3,52.2
GA-135,"Gwinnett County",54.1,107,3.6,50.5
GA-137,"Habersham County",52.3,105,3.1,49.2
GA-139,"Hall County",53.3,107,3.4,49.9
GA-141,"Hancock County",56.6,107,3.5,53.1
GA-143,"Haralson County",52.9,106,3.3,49.6
GA-145,"Harris County",55.4,94,2.2,53.2
GA-147,"Hart County",53.9,105,3.3,50.6
GA-149,"Heard County",54.3,106,3.1,51.2
GA-151,"Henry County",56.0,112,4.0,52
GA-153,"Houston County",58.5,109,3.8,54.7
GA-155,"Irwin County",59.6,106,3.2,56.4
GA-157,"Jackson County",54.2,106,3.3,50.9
GA-159,"Jasper County",56.1,110,3.9,52.2
GA-161,"Jeff Davis County",60.4,113,3.8,56.6
GA-163,"Jefferson County",57.3,109,3.4,53.9
GA-165,"Jenkins County",58.8,114,4.2,54.6
GA-167,"Johnson County",58.1,104,3.3,54.8
GA-169,"Jones County",57.0,109,3.7,53.3
GA-171,"Lamar County",56.5,110,3.7,52.8
GA-173,"Lanier County",60.4,102,2.8,57.6
GA-175,"Laurens County",58.6,106,3.3,55.3
GA-177,"Lee County",59.6,106,3.6,56
GA-179,"Liberty County",61.2,109,3.2,58
GA-181,"Lincoln County",56.0,110,3.6,52.4
GA-183,"Long County",61.1,108,3.2,57.9
GA-185,"Lowndes County",60.8,103,2.9,57.9
GA-187,"Lumpkin County",51.1,103,3.1,48
GA-189,"McDuffie County",56.6,112,3.7,52.9
GA-191,"McIntosh County",62.0,108,3.0,59
GA-193,"Macon County",58.2,108,3.6,54.6
GA-195,"Madison County",54.3,108,3.5,50.8
GA-197,"Marion County",56.6,93,2.1,54.5
GA-199,"Meriwether County",55.4,104,3.1,52.3
GA-201,"Miller County",60.8,108,3.3,57.5
GA-205,"Mitchell County",60.4,105,3.2,57.2
GA-207,"Monroe County",56.8,110,3.8,53
GA-209,"Montgomery County",59.6,106,3.4,56.2
GA-211,"Morgan County",55.3,105,3.4,51.9
GA-213,"Murray County",51.8,105,2.9,48.9
GA-215,"Muscogee County",56.2,89,1.7,54.5
GA-217,"Newton County",55.4,107,3.7,51.7
GA-219,"Oconee County",54.7,104,3.2,51.5
GA-221,"Oglethorpe County",54.8,108,3.5,51.3
GA-223,"Paulding County",53.4,106,3.3,50.1
GA-225,"Peach County",58.0,108,3.8,54.2
GA-227,"Pickens County",52.2,106,3.4,48.8
GA-229,"Pierce County",61.8,115,4.1,57.7
GA-231,"Pike County",56.2,108,3.5,52.7
GA-233,"Polk County",53.4,108,3.4,50
GA-235,"Pulaski County",59.0,109,3.8,55.2
GA-237,"Putnam County",56.3,106,3.6,52.7
GA-239,"Quitman County",56.8,80,0.9,55.9
GA-241,"Rabun County",50.1,101,2.9,47.2
GA-243,"Randolph County",57.6,89,1.7,55.9
GA-245,"Richmond County",57.9,110,3.8,54.1
GA-247,"Rockdale County",55.3,110,3.9,51.4
GA-249,"Schley County",57.6,104,2.9,54.7
GA-251,"Screven County",58.9,114,3.9,55
GA-253,"Seminole County",61.4,107,3.4,58
GA-255,"Spalding County",56.3,110,3.8,52.5
GA-257,"Stephens County",53.4,102,2.7,50.7
GA-259,"Stewart County",56.3,83,1.1,55.2
GA-261,"Sumter County",58.8,108,3.5,55.3
GA-263,"Talbot County",56.0,99,2.4,53.6
GA-265,"Taliaferro County",55.8,110,3.5,52.3
GA-267,"Tattnall County",60.4,107,3.3,57.1
GA-269,"Taylor County",57.1,105,3.0,54.1
GA-271,"Telfair County",59.6,106,3.4,56.2
GA-273,"Terrell County",58.9,102,3.0,55.9
GA-275,"Thomas County",61.2,108,3.4,57.8
GA-277,"Tift County",59.3,100,2.7,56.6
GA-279,"Toombs County",60.0,110,3.5,56.5
GA-281,"Towns County",49.0,102,2.8,46.2
GA-283,"Treutlen County",59.0,105,3.3,55.7
GA-285,"Troup County",54.7,100,2.7,52
GA-287,"Turner County",59.3,106,3.4,55.9
GA-289,"Twiggs County",58.2,109,3.7,54.5
GA-291,"Union County",48.7,96,2.3,46.4
GA-293,"Upson County",56.5,106,3.2,53.3
GA-295,"Walker County",51.7,104,2.8,48.9
GA-297,"Walton County",54.7,106,3.5,51.2
GA-299,"Ware County",62.5,117,4.3,58.2
GA-301,"Warren County",56.4,110,3.6,52.8
GA-303,"Washington County",57.6,109,3.5,54.1
GA-305,"Wayne County",61.3,112,3.5,57.8
GA-307,"Webster County",57.2,96,2.1,55.1
GA-309,"Wheeler County",59.5,107,3.4,56.1
GA-311,"White County",51.4,107,3.1,48.3
GA-313,"Whitfield County",52.0,106,3.0,49
GA-315,"Wilcox County",59.3,107,3.6,55.7
GA-317,"Wilkes County",55.5,113,3.6,51.9
GA-319,"Wilkinson County",58.1,108,3.6,54.5
GA-321,"Worth County",59.5,105,3.1,56.4
ID-001,"Ada County",33.1,4,-6.2,39.3
ID-003,"Adams County",26.5,5,-5.8,32.3
ID-005,"Bannock County",27.6,12,-5.0,32.6
ID-007,"Bear Lake County",23.9,15,-4.6,28.5
ID-009,"Benewah County",30.3,11,-4.2,34.5
ID-011,"Bingham County",25.2,5,-6.6,31.8
ID-013,"Blaine County",24.4,7,-5.6,30
ID-015,"Boise County",26.6,10,-4.8,31.4
ID-017,"Bonner County",26.6,5,-5.2,31.8
